round,method,task,worker,fairness-pairwise, overall-satisfactory,avg-quality,avg-utility,turn
0,heuristic,24,80,0.846875,,0.7756751273684329,0.7015625000000001,0
1,budget,24,80,0.9802083333333332,,0.7786725527443928,0.8739583333333331,317
1,max-cover,24,80,0.5927083333333334,,0.7793639050987783,0.4843750000000001,317
1,heuristic,24,80,0.7645833333333334,,0.778645997771989,0.6057291666666667,0
2,budget,24,80,0.9927083333333332,,0.991666169704896,0.9317708333333332,209
2,max-cover,24,80,0.6723958333333333,,1.0086327117824545,0.5453125,209
2,heuristic,24,80,0.88125,,0.9969512039400108,0.7432291666666668,0
3,budget,24,80,0.9947916666666666,,0.8478536100821633,0.9598958333333332,156
3,max-cover,24,80,0.6927083333333333,,0.8726695339062202,0.5958333333333334,156
3,heuristic,24,80,0.9213541666666668,,0.8473852820667286,0.7802083333333333,0
4,budget,24,80,0.9880208333333332,,0.7857038224290914,0.9052083333333334,258
4,max-cover,24,80,0.7541666666666667,,0.808594266751678,0.5984375,258
4,heuristic,24,80,0.9161458333333332,,0.8004860694125403,0.759375,0
5,budget,24,80,0.9994791666666668,,0.939532762920302,0.9375,199
5,max-cover,24,80,0.6697916666666667,,0.9399686794225768,0.5427083333333333,199
5,heuristic,24,80,0.8703125,,0.9426944028414338,0.696875,0
6,budget,24,80,0.984375,,1.0393722633269091,0.8989583333333334,270
6,max-cover,24,80,0.7182291666666667,,1.092752666930777,0.5687500000000001,270
6,heuristic,24,80,0.8869791666666667,,1.0393722633269091,0.7223958333333336,0
7,budget,24,80,0.9885416666666668,,0.5198097156790927,0.8953124999999998,276
7,max-cover,24,80,0.7651041666666667,,0.5148460955708974,0.6229166666666667,276
7,heuristic,24,80,0.9380208333333332,,0.5204790364172956,0.8072916666666667,0
8,budget,24,80,0.98125,,0.5997796900888521,0.8895833333333332,286
8,max-cover,24,80,0.6546875,,0.604055506996198,0.5015625000000001,286
8,heuristic,24,80,0.8317708333333333,,0.6008456080187835,0.6875,0
9,budget,24,80,0.9927083333333332,,0.7049368222483459,0.9260416666666668,220
9,max-cover,24,80,0.7036458333333333,,0.7125956734627777,0.5661458333333333,220
9,heuristic,24,80,0.896875,,0.7053039310216472,0.7380208333333333,0
0,budget,28,80,0.9986607142857142,,0.4556088638150268,0.9808035714285712,123
0,max-cover,28,80,0.5866071428571429,,0.4603461313645521,0.5013392857142858,123
0,heuristic,28,80,0.8116071428571429,,0.4556088638150268,0.6812500000000001,0
1,budget,28,80,0.9973214285714286,,0.6796299023889245,0.9683035714285712,151
1,max-cover,28,80,0.63125,,0.7003436889937313,0.5116071428571429,151
1,heuristic,28,80,0.8267857142857142,,0.6796299023889245,0.6915178571428572,0
2,budget,28,80,0.9919642857142856,,0.7438572211053863,0.9616071428571428,166
2,max-cover,28,80,0.6183035714285714,,0.7394687008602476,0.5236607142857143,166
2,heuristic,28,80,0.834375,,0.7437077484192224,0.7236607142857143,0
3,budget,28,80,0.9924107142857144,,0.6838440430412911,0.9660714285714284,156
3,max-cover,28,80,0.6678571428571429,,0.6792623558194641,0.561607142857143,156
3,heuristic,28,80,0.840625,,0.6802936478219415,0.7205357142857142,0
4,budget,28,80,0.9950892857142856,,0.5282778192581504,0.9647321428571428,159
4,max-cover,28,80,0.7107142857142856,,0.524689925927006,0.5888392857142859,159
4,heuristic,28,80,0.8821428571428571,,0.5284230456163301,0.7598214285714285,0
5,budget,28,80,0.9982142857142856,,0.7703578036947267,0.980357142857143,124
5,max-cover,28,80,0.7008928571428572,,0.7887144788824252,0.596875,124
5,heuristic,28,80,0.8566964285714286,,0.7704945042344018,0.7522321428571428,0
6,budget,28,80,0.9941964285714284,,0.9132931422456496,0.9754464285714286,135
6,max-cover,28,80,0.8017857142857143,,0.9233246046472208,0.6982142857142858,135
6,heuristic,28,80,0.9450892857142856,,0.9037771234371414,0.8638392857142856,0
7,budget,28,80,0.9933035714285714,,1.1360689197488705,0.9781249999999998,129
7,max-cover,28,80,0.7165178571428572,,1.1904177301541263,0.6098214285714287,129
7,heuristic,28,80,0.9178571428571428,,1.139675950990473,0.8245535714285716,0
8,budget,28,80,0.996875,,1.0551086532173737,0.9888392857142856,105
8,max-cover,28,80,0.7665178571428571,,1.084416376838753,0.6611607142857142,105
8,heuristic,28,80,0.9334821428571428,,1.0543710777746589,0.8566964285714287,0
9,budget,28,80,0.9973214285714286,,0.9355433503722724,0.9602678571428568,169
9,max-cover,28,80,0.6633928571428571,,0.9335390329152344,0.5723214285714285,169
9,heuristic,28,80,0.8589285714285715,,0.9439868535772998,0.7093750000000001,0
0,budget,32,80,0.999609375,,0.4705827027609873,0.990625,104
0,max-cover,32,80,0.676953125,,0.4787206852066255,0.623046875,104
0,heuristic,32,80,0.878515625,,0.4704595067055249,0.794140625,0
1,budget,32,80,0.998046875,,0.9658970128827328,0.98359375,122
1,max-cover,32,80,0.704296875,,0.9938093328413202,0.6078125,122
1,heuristic,32,80,0.861328125,,0.9686077974098184,0.750390625,0
2,budget,32,80,0.99921875,,0.8121038237010546,0.990625,104
2,max-cover,32,80,0.69140625,,0.8105427039188629,0.593359375,104
