round,method,task,worker,fairness-pairwise,avg-quality,avg-utility
2,max-cover,6,20,0.4499999999999999,30.411200494504183,0.45
2,budget,6,20,0.9916666666666668,36.57600018698444,0.9
4,max-cover,6,10,0.65,28.822919238999727,0.6166666666666667
4,budget,6,10,0.9833333333333332,26.165214999819483,0.9833333333333334
3,max-cover,6,20,0.6166666666666667,34.182147356745254,0.5
3,budget,6,20,0.9416666666666668,38.28866096303646,0.8083333333333333
0,max-cover,7,10,0.8714285714285714,27.906469888865093,0.8714285714285716
0,budget,7,10,1.0,21.84660497828292,0.9857142857142858
4,max-cover,6,20,0.65,28.037070167753907,0.575
4,budget,6,20,0.9666666666666668,31.86389420448496,0.7916666666666667
1,max-cover,7,10,0.9142857142857144,27.11739835819868,0.9
1,budget,7,10,1.0,19.390177986142447,1.0
0,max-cover,7,20,0.4571428571428572,32.38428146376863,0.4142857142857143
0,budget,7,20,0.9785714285714284,35.99701297178501,0.9428571428571428
2,max-cover,7,10,0.8571428571428572,28.1204264648481,0.8571428571428573
2,budget,7,10,1.0,21.96386755441475,0.9857142857142858
1,max-cover,7,20,0.55,30.87528283670544,0.5357142857142857
1,budget,7,20,0.9857142857142858,30.62853638653862,0.95
3,max-cover,7,10,0.7,29.891416236652223,0.6857142857142857
3,budget,7,10,1.0,24.20599935986068,1.0
2,max-cover,7,20,0.6571428571428571,30.10998215805927,0.5928571428571427
2,budget,7,20,0.9928571428571428,32.1481633579012,0.9571428571428572
4,max-cover,7,10,0.7857142857142857,27.895534236130462,0.7857142857142857
4,budget,7,10,1.0,21.872524626112018,0.9857142857142858
3,max-cover,7,20,0.55,31.116256697487863,0.55
3,budget,7,20,0.9785714285714284,33.594785364209,0.9428571428571432
4,max-cover,7,20,0.6928571428571428,33.03503811764088,0.65
4,budget,7,20,0.9928571428571428,33.34879815367781,0.9714285714285716
0,max-cover,8,10,0.875,19.74250519587626,0.8625
0,budget,8,10,1.0,17.225035417683404,1.0
1,max-cover,8,10,0.875,23.515969085366784,0.875
1,budget,8,10,1.0,19.79513001298949,1.0
0,max-cover,8,20,0.65625,32.83605571257817,0.63125
0,budget,8,20,0.98125,30.611175883176223,0.96875
1,max-cover,8,20,0.73125,32.23292887506942,0.6875
1,budget,8,20,0.9625,31.9740945981258,0.9125
2,max-cover,8,10,0.9625,24.052627500739675,0.9625
2,budget,8,10,1.0,21.807726240402165,1.0
3,max-cover,8,10,0.9375,22.65683910697776,0.9375
3,budget,8,10,1.0,13.938003989149632,1.0
2,max-cover,8,20,0.6,30.8868352658608,0.5875
2,budget,8,20,0.96875,31.078416630109707,0.9375
4,max-cover,8,10,0.9125,25.845631219932248,0.9125
4,budget,8,10,1.0,19.27901240635381,1.0
3,max-cover,8,20,0.5625,29.748653608923448,0.5625
3,budget,8,20,0.95,30.573978025434748,0.9125
4,max-cover,8,20,0.55625,31.60548431824858,0.55
4,budget,8,20,0.99375,29.460003360905667,0.99375
0,max-cover,9,10,0.9444444444444444,14.959197947644858,0.9444444444444444
0,budget,9,10,1.0,11.955191822498184,1.0
0,max-cover,9,20,0.7277777777777779,31.68627323398256,0.7222222222222222
0,budget,9,20,0.9888888888888888,29.390631474941657,0.9500000000000002
1,max-cover,9,10,0.9555555555555556,17.96491307209482,0.9555555555555556
1,budget,9,10,1.0,15.750362970678015,1.0
1,max-cover,9,20,0.8,30.71161207216805,0.7722222222222223
1,budget,9,20,1.0,27.36428287424416,0.9833333333333334
2,max-cover,9,10,0.9,16.77113889926429,0.9
2,budget,9,10,1.0,16.77113889926429,1.0
2,max-cover,9,20,0.7722222222222223,30.27125641666219,0.7277777777777777
2,budget,9,20,0.9944444444444444,28.21868031409845,0.9833333333333334
3,max-cover,9,10,0.9111111111111112,19.108013673552023,0.9111111111111112
3,budget,9,10,1.0,16.52297324406985,1.0
3,max-cover,9,20,0.7,30.51348612327524,0.6666666666666667
3,budget,9,20,0.9944444444444444,25.16626634753411,0.9666666666666666
4,max-cover,9,10,0.9222222222222224,26.978394900495488,0.9111111111111108
4,budget,9,10,1.0,18.36730193185029,1.0
4,max-cover,9,20,0.4777777777777777,27.26789919041252,0.4777777777777778
4,budget,9,20,0.9888888888888888,27.71105331990672,0.977777777777778
0,max-cover,10,10,0.96,21.37603200444468,0.96
0,budget,10,10,1.0,15.59861945361933,1.0
0,max-cover,10,20,0.8200000000000001,31.178686523453727,0.7750000000000001
0,budget,10,20,1.0,30.495570892200323,0.995
1,max-cover,10,10,0.93,23.414473609460234,0.91
1,budget,10,10,1.0,20.043211739420947,0.98
1,max-cover,10,20,0.785,27.89252974264276,0.7700000000000001
1,budget,10,20,0.995,27.023981775025,0.985
2,max-cover,10,10,0.97,18.299718532271697,0.97
2,budget,10,10,1.0,15.12875865885382,1.0
2,max-cover,10,20,0.9,26.21156470473748,0.8950000000000001
2,budget,10,20,0.99,23.245006187200325,0.985
3,max-cover,10,10,0.97,13.583698953019706,0.97
3,budget,10,10,1.0,11.215185145430215,1.0
3,max-cover,10,20,0.81,31.42279880091088,0.8049999999999999
3,budget,10,20,0.97,27.41201745009821,0.95
4,max-cover,10,10,0.98,15.107930110013973,0.98
4,budget,10,10,1.0,12.676774022329033,1.0
4,max-cover,10,20,0.685,30.10317383771031,0.68
4,budget,10,20,0.995,27.38224048595932,0.995
5,max-cover,1,10,0.0999999999999999,33.73029004989733,0.1
5,budget,1,10,0.4,40.27128528685594,0.3
5,max-cover,1,20,0.05,26.49961685023717,0.05
5,budget,1,20,0.75,40.036235573245726,0.15
6,max-cover,1,10,0.3,31.314487678337105,0.2
6,budget,1,10,0.8,38.92449070883496,0.4
6,max-cover,1,20,0.3,34.35347129252308,0.1
6,budget,1,20,0.7,40.74110414098479,0.2
7,max-cover,1,10,0.0999999999999999,32.5014160171146,0.1
7,budget,1,10,0.4,37.35965823180714,0.3
7,max-cover,1,20,0.05,34.09736876402461,0.05
7,budget,1,20,0.75,34.26671436574617,0.15
8,max-cover,1,10,0.0999999999999999,24.32640264038217,0.1
8,budget,1,10,0.5,34.01423567096948,0.3
8,max-cover,1,20,0.35,29.67674025581613,0.1
8,budget,1,20,0.55,36.759453648830046,0.2
9,max-cover,1,10,0.0999999999999999,27.55295445078252,0.1
9,budget,1,10,0.3,35.56337266577633,0.2
9,max-cover,1,20,0.05,28.710879541206573,0.05
9,budget,1,20,0.8,40.34383175935133,0.2
5,max-cover,2,10,0.1999999999999999,30.78558771580741,0.2
5,budget,2,10,0.95,37.9649725171875,0.65
5,max-cover,2,20,0.2249999999999999,36.14354688844598,0.2
5,budget,2,20,0.525,39.00468723085599,0.35
6,max-cover,2,10,0.35,30.098491304332622,0.3
6,budget,2,10,0.95,36.03716917908163,0.65
6,max-cover,2,20,0.3,33.57985701350482,0.2
6,budget,2,20,0.775,40.53127710827511,0.25
7,max-cover,2,10,0.4,36.35099065024862,0.35
7,budget,2,10,0.9,38.02572160238307,0.55
7,max-cover,2,20,0.25,30.569267747812138,0.15
7,budget,2,20,0.825,38.205107569690114,0.325
8,max-cover,2,10,0.1999999999999999,28.365672758976388,0.2
8,budget,2,10,0.75,36.85014221191649,0.6
8,max-cover,2,20,0.1999999999999999,32.07988433904895,0.2
8,budget,2,20,0.875,38.93556309374228,0.375
9,max-cover,2,10,0.3,28.139683888917773,0.3
9,budget,2,10,0.8,38.26591130156998,0.45
9,max-cover,2,20,0.375,28.0981488857608,0.25
9,budget,2,20,0.675,37.40915316560309,0.3
5,max-cover,3,10,0.5333333333333333,29.075860320794167,0.5
5,budget,3,10,0.9333333333333332,34.58566496173324,0.7666666666666667
5,max-cover,3,20,0.3666666666666667,33.71988084874621,0.3
5,budget,3,20,0.7833333333333333,39.28927649645981,0.45
6,max-cover,3,10,0.3666666666666667,31.917525565643874,0.3666666666666667
6,budget,3,10,0.8666666666666667,36.08792589768852,0.8
6,max-cover,3,20,0.3166666666666666,30.669609906792548,0.2666666666666667
6,budget,3,20,0.8333333333333334,40.25996588243248,0.5333333333333334
7,max-cover,3,10,0.3666666666666667,31.45904039643857,0.3666666666666667
7,budget,3,10,0.9,36.78356991658063,0.8
7,max-cover,3,20,0.2666666666666667,30.56327426700932,0.25
7,budget,3,20,0.8,39.02824135255046,0.45
8,max-cover,3,10,0.3666666666666667,31.42228721416466,0.3666666666666667
8,budget,3,10,0.8666666666666667,38.41574760514363,0.8
8,max-cover,3,20,0.3333333333333333,31.02544778503492,0.25
8,budget,3,20,0.7166666666666667,36.96826260145438,0.45
9,max-cover,3,10,0.2666666666666667,33.93152288901785,0.2666666666666667
9,budget,3,10,0.9666666666666668,40.215949472989,0.8666666666666666
9,max-cover,3,20,0.4166666666666666,33.998716452761755,0.3833333333333333
9,budget,3,20,0.7,37.98237500568663,0.3666666666666667
5,max-cover,4,10,0.375,27.95662877338834,0.375
5,budget,4,10,0.975,32.649140708050425,0.875
5,max-cover,4,20,0.4,33.00233360160286,0.375
5,budget,4,20,0.8125,37.78621681159808,0.5625
6,max-cover,4,10,0.5,32.875709360678584,0.5
6,budget,4,10,1.0,36.51165292686669,1.0
6,max-cover,4,20,0.375,33.71686623799414,0.3375
6,budget,4,20,0.8375,38.04105830557612,0.7375
7,max-cover,4,10,0.775,29.31656975772108,0.75
7,budget,4,10,0.975,29.18588556917676,0.975
8,max-cover,4,10,0.475,28.85542509543444,0.475
8,budget,4,10,1.0,29.14548841442799,0.975
7,max-cover,4,20,0.3625,32.63444509969113,0.275
7,budget,4,20,0.8875,38.80272956686987,0.75
9,max-cover,4,10,0.65,28.194641529611346,0.6
9,budget,4,10,0.975,29.574735973069146,0.975
8,max-cover,4,20,0.3249999999999999,30.99125875752573,0.2875
8,budget,4,20,0.7,37.54172629875217,0.4875
9,max-cover,4,20,0.25,32.1482913431519,0.25
9,budget,4,20,0.8125,39.36673885776406,0.5375
5,max-cover,5,10,0.62,28.309748580235,0.62
5,budget,5,10,0.98,26.026565541089724,0.9
5,max-cover,5,20,0.37,30.933691784199585,0.3199999999999999
5,budget,5,20,0.98,37.44686804212664,0.8099999999999999
6,max-cover,5,10,0.6599999999999999,34.0143949629298,0.6599999999999999
6,budget,5,10,0.98,32.408717908202696,0.98
7,max-cover,5,10,0.6599999999999999,29.80067345661885,0.6599999999999999
7,budget,5,10,0.98,26.19058336456397,0.98
6,max-cover,5,20,0.43,30.85649602292573,0.43
6,budget,5,20,0.96,37.51499211218445,0.77
8,max-cover,5,10,0.5800000000000001,30.202004047857564,0.54
8,budget,5,10,1.0,31.78480689929002,0.98
7,max-cover,5,20,0.4599999999999999,31.82534763649074,0.41
7,budget,5,20,0.92,33.981638085671804,0.8
9,max-cover,5,10,0.62,33.13913608762067,0.6000000000000001
9,budget,5,10,1.0,28.069030466456297,0.96
8,max-cover,5,20,0.5,30.835949521615152,0.44
8,budget,5,20,0.96,35.24310301903982,0.76
9,max-cover,5,20,0.55,34.762043165024764,0.5
9,budget,5,20,0.95,38.01071832691108,0.7699999999999999
5,max-cover,6,10,0.75,30.42665318432741,0.6666666666666667
5,budget,6,10,1.0,23.540618815585177,1.0
5,max-cover,6,20,0.4083333333333333,31.24623355712222,0.3916666666666667
5,budget,6,20,1.0,36.61651610158917,0.8666666666666666
6,max-cover,6,10,0.8833333333333333,26.205593123273204,0.8666666666666668
6,budget,6,10,1.0,24.89495763709159,0.9666666666666666
6,max-cover,6,20,0.4499999999999999,28.53555485447289,0.45
6,budget,6,20,0.9666666666666668,34.2182877409603,0.8916666666666668
7,max-cover,6,10,0.7,29.43238770179502,0.7
7,budget,6,10,0.9833333333333332,32.759876851906334,0.9833333333333334
7,max-cover,6,20,0.4833333333333333,31.52677924599768,0.425
7,budget,6,20,0.925,35.46117035505689,0.8333333333333334
8,max-cover,6,10,0.8666666666666667,29.843902353897,0.85
8,budget,6,10,1.0,21.877452616566547,1.0
8,max-cover,6,20,0.4666666666666667,29.85057073468589,0.45
8,budget,6,20,0.9916666666666668,34.66065326192921,0.9583333333333334
9,max-cover,6,10,0.7166666666666667,27.228578935580988,0.6833333333333333
9,budget,6,10,1.0,29.032968389833105,0.9833333333333334
9,max-cover,6,20,0.4666666666666667,32.14608504837776,0.4333333333333334
9,budget,6,20,0.9416666666666668,36.85558062610806,0.8583333333333334
5,max-cover,7,10,0.8142857142857143,22.524539264701826,0.8142857142857143
5,budget,7,10,1.0,19.070108013760183,1.0
5,max-cover,7,20,0.4785714285714285,30.81251851390317,0.4571428571428571
5,budget,7,20,0.9642857142857144,36.20146362394424,0.9428571428571428
6,max-cover,7,10,0.8857142857142857,23.34897308888376,0.8714285714285713
6,budget,7,10,1.0,16.79565883104224,0.9857142857142858
6,max-cover,7,20,0.65,32.12058561660934,0.6142857142857143
6,budget,7,20,0.9928571428571428,31.46157088774505,0.9857142857142858
7,max-cover,7,10,0.8428571428571429,27.584458563667848,0.8285714285714286
7,budget,7,10,1.0,25.44567779508236,1.0
7,max-cover,7,20,0.5928571428571429,33.20957659081075,0.5571428571428572
7,budget,7,20,0.9714285714285714,34.01447803803982,0.9071428571428573
8,max-cover,7,10,0.8571428571428572,25.56144094556524,0.8571428571428571
8,budget,7,10,1.0,18.628328568050527,1.0
8,max-cover,7,20,0.6785714285714286,32.61532915340268,0.6571428571428573
8,budget,7,20,0.9928571428571428,29.88802940690508,0.8857142857142858
9,max-cover,7,10,0.7714285714285715,26.121673553599457,0.7714285714285715
9,budget,7,10,1.0,26.20736577962768,1.0
9,max-cover,7,20,0.7357142857142858,31.14323786501144,0.7214285714285715
9,budget,7,20,0.9714285714285714,25.39931982159312,0.9357142857142856
5,max-cover,8,10,0.9625,24.048557849874506,0.9625
5,budget,8,10,1.0,18.012186107581503,0.9875
5,max-cover,8,20,0.725,31.96199650656699,0.7
5,budget,8,20,1.0,30.4682349982479,1.0
6,max-cover,8,10,0.9,26.6609007323326,0.8875
6,budget,8,10,1.0,22.43914369902452,1.0
6,max-cover,8,20,0.575,32.04487617042496,0.575
6,budget,8,20,1.0,33.86988330984269,1.0
7,max-cover,8,10,0.85,24.10165938488245,0.825
7,budget,8,10,0.9875,20.814875497615656,0.9875
7,max-cover,8,20,0.56875,29.181787595500435,0.54375
7,budget,8,20,0.98125,31.594302270407145,0.95
8,max-cover,8,10,0.9125,26.23153516850819,0.9125
8,budget,8,10,1.0,23.747735096294942,0.9875
8,max-cover,8,20,0.6375,31.325942366637804,0.625
8,budget,8,20,0.99375,32.03628634844057,0.95625
9,max-cover,8,10,0.825,29.16404238068571,0.8125
9,budget,8,10,1.0,24.187076162993687,1.0
9,max-cover,8,20,0.5125,31.29868518388193,0.50625
9,budget,8,20,0.9875,28.045431479579992,0.95625
5,max-cover,9,10,0.9444444444444444,17.36945914227968,0.9444444444444444
5,budget,9,10,1.0,15.311663934404164,1.0
5,max-cover,9,20,0.6888888888888889,30.942948654784484,0.6666666666666667
5,budget,9,20,0.9833333333333332,31.3056392372415,0.9722222222222224
6,max-cover,9,10,0.9333333333333332,16.976363131549036,0.9333333333333332
6,budget,9,10,1.0,13.821354003377866,0.9888888888888888
6,max-cover,9,20,0.75,31.896533204202665,0.7000000000000001
6,budget,9,20,0.9944444444444444,27.21893203471266,0.977777777777778
7,max-cover,9,10,0.9555555555555556,23.34897451145972,0.9555555555555556
7,budget,9,10,1.0,21.49905191374752,1.0
7,max-cover,9,20,0.6388888888888888,31.90076449370745,0.5944444444444444
7,budget,9,20,0.9944444444444444,26.046086545220767,0.9833333333333334
8,max-cover,9,10,0.9333333333333332,27.186359393902432,0.9222222222222224
8,budget,9,10,1.0,17.237848819207098,1.0
8,max-cover,9,20,0.7555555555555555,29.10357843307704,0.7388888888888889
8,budget,9,20,0.9944444444444444,31.08558575576656,0.9833333333333334
9,max-cover,9,10,0.9444444444444444,20.494177521244705,0.9333333333333336
9,budget,9,10,1.0,17.53992302261988,1.0
9,max-cover,9,20,0.75,31.159686106736515,0.7277777777777779
9,budget,9,20,0.9833333333333332,31.51734398779936,0.9666666666666668
5,max-cover,10,10,0.97,20.29512712481464,0.97
5,budget,10,10,1.0,16.482593211134944,1.0
5,max-cover,10,20,0.775,28.843752644911472,0.7500000000000001
5,budget,10,20,0.99,26.801766916941165,0.955
6,max-cover,10,10,0.89,19.61124204677237,0.89
6,budget,10,10,1.0,16.906392322845726,1.0
6,max-cover,10,20,0.86,28.951341073681043,0.85
6,budget,10,20,0.995,26.60419671725349,0.99
7,max-cover,10,10,0.96,19.003132955804773,0.96
7,budget,10,10,1.0,17.24297156397395,1.0
7,max-cover,10,20,0.81,28.66207866142479,0.76
7,budget,10,20,0.995,20.09554101456003,0.995
8,max-cover,10,10,0.95,19.95984175880847,0.95
8,budget,10,10,1.0,16.15031380613876,1.0
8,max-cover,10,20,0.78,30.26681127797705,0.755
8,budget,10,20,0.995,27.907686121993656,0.995
9,max-cover,10,10,0.98,18.158686835080275,0.98
9,budget,10,10,0.99,17.943226186030042,0.99
9,max-cover,10,20,0.73,31.834157520335403,0.7100000000000001
9,budget,10,20,0.985,29.54864140834929,0.975
0,heuristic,1,10,0.9,43.10458422065025,0.4
1,heuristic,1,10,1.0,44.521806587490346,0.6
0,heuristic,1,20,0.8,43.261704809895285,0.2
2,heuristic,1,10,0.7,40.34914903886245,0.4
1,heuristic,1,20,0.95,46.019275616125086,0.3
3,heuristic,1,10,0.6,36.76896140128776,0.3
4,heuristic,1,10,1.0,37.00550450470524,0.3
2,heuristic,1,20,0.95,39.20416145171405,0.3
5,heuristic,1,10,0.9,42.63208572783979,0.4
3,heuristic,1,20,0.9,39.544824234305615,0.2
6,heuristic,1,10,1.0,44.251937515614536,0.5
4,heuristic,1,20,1.0,42.43900444231447,0.25
7,heuristic,1,10,1.0,42.194146076613656,0.4
5,heuristic,1,20,0.9,46.44091646183048,0.3
8,heuristic,1,10,1.0,41.99986812563717,0.3
9,heuristic,1,10,0.8,37.604072788650846,0.4
6,heuristic,1,20,1.0,39.86859871895405,0.25
7,heuristic,1,20,0.95,42.53576534123848,0.3
0,heuristic,2,10,0.95,38.06982451356294,0.5
8,heuristic,1,20,0.95,40.52722483221465,0.2
9,heuristic,1,20,1.0,40.91733911734909,0.15
1,heuristic,2,10,1.0,36.29294223901971,0.8
2,heuristic,2,10,0.9,39.48794729269473,0.65
0,heuristic,2,20,1.0,41.44418984012642,0.4
3,heuristic,2,10,1.0,41.76389121966662,0.75
1,heuristic,2,20,0.925,37.743033343971945,0.4
4,heuristic,2,10,0.95,42.64170581667703,0.55
2,heuristic,2,20,0.975,43.08204640614039,0.375
5,heuristic,2,10,1.0,39.38447796090189,0.7
3,heuristic,2,20,0.875,43.35839230674871,0.425
6,heuristic,2,10,0.85,37.11011400243925,0.6
4,heuristic,2,20,0.875,38.81594410039277,0.4
7,heuristic,2,10,1.0,37.440396251815486,0.55
5,heuristic,2,20,0.925,40.65081164437903,0.375
8,heuristic,2,10,1.0,40.82864065544322,0.75
6,heuristic,2,20,0.7,38.561308027013226,0.3
9,heuristic,2,10,0.85,42.99571070353709,0.55
7,heuristic,2,20,0.95,45.21374540442647,0.4
0,heuristic,3,10,1.0,34.36886510663144,0.7666666666666666
8,heuristic,2,20,0.975,41.1681356561207,0.325
9,heuristic,2,20,0.95,41.582698916337904,0.45
1,heuristic,3,10,0.9666666666666668,37.1243957591897,0.8
2,heuristic,3,10,0.9666666666666668,32.82337545831043,0.8666666666666666
0,heuristic,3,20,0.8666666666666667,40.17762333272348,0.4333333333333334
3,heuristic,3,10,0.8666666666666667,36.74523077441507,0.8
1,heuristic,3,20,0.9333333333333332,39.67193315396605,0.4
4,heuristic,3,10,1.0,35.50430870455669,0.8333333333333333
2,heuristic,3,20,0.9166666666666666,37.36725224648445,0.4833333333333334
5,heuristic,3,10,0.9666666666666668,35.88407361342336,0.7666666666666667
3,heuristic,3,20,0.9333333333333332,40.1428546096558,0.55
6,heuristic,3,10,1.0,34.54569213573762,0.6666666666666666
4,heuristic,3,20,0.9666666666666668,39.73272826757594,0.5499999999999999
7,heuristic,3,10,0.9666666666666668,39.03102483197316,0.8666666666666668
5,heuristic,3,20,0.9166666666666666,40.060713070136245,0.5666666666666667
8,heuristic,3,10,0.9666666666666668,38.07110875896056,0.8333333333333334
6,heuristic,3,20,0.8333333333333334,42.91127010170593,0.4333333333333334
9,heuristic,3,10,0.9333333333333332,36.03996828124897,0.7666666666666667
7,heuristic,3,20,0.9166666666666666,38.72268327364439,0.55
0,heuristic,4,10,0.95,26.013728684446846,0.925
8,heuristic,3,20,0.9166666666666666,41.557637382388855,0.5166666666666668
1,heuristic,4,10,1.0,32.05019256432989,0.975
9,heuristic,3,20,0.9166666666666666,39.61470143081779,0.5
2,heuristic,4,10,1.0,27.89184168595204,0.95
0,heuristic,4,20,0.9125,40.6938893514497,0.725
3,heuristic,4,10,0.925,33.46063203754456,0.825
1,heuristic,4,20,0.95,38.04241149187373,0.5875
4,heuristic,4,10,1.0,34.90225385224623,0.95
2,heuristic,4,20,0.9125,39.03787401565465,0.5375
5,heuristic,4,10,1.0,32.133033364485925,0.95
3,heuristic,4,20,0.9625,38.546540128000245,0.7375
6,heuristic,4,10,1.0,28.669023129661444,1.0
4,heuristic,4,20,0.975,40.44892538232664,0.5875
7,heuristic,4,10,1.0,34.792300578670094,0.95
5,heuristic,4,20,0.85,41.01422967334736,0.5625
8,heuristic,4,10,1.0,31.52562080558626,0.925
6,heuristic,4,20,0.9625,38.92247112639076,0.625
