round,method,task,worker,fairness-pairwise,avg-quality,avg-utility,turn
2,budget,120,1200,0.8960486111111111,0.6012098405145027,0.3271250000000002,100729.0
3,max-cover,120,1200,0.3162708333333333,0.59732244574538,0.156236111111111,126073.0
3,budget,120,1200,0.8996041666666666,0.588245020961465,0.3341944444444447,96448.0
4,max-cover,120,1200,0.3279513888888888,0.9344677658749644,0.1589097222222222,125081.0
4,budget,120,1200,0.9027291666666668,0.95174955936067,0.3283819444444447,95899.0
0,max-cover,140,600,0.1833809523809524,0.2239562709187136,0.1512380952380952,70872.0
0,budget,140,600,0.9921190476190476,0.2244123917683774,0.8020595238095235,17338.0
0,max-cover,140,1200,0.2310059523809523,0.6833514875302731,0.140625,142758.0
0,budget,140,1200,0.9266488095238096,0.6784839718884736,0.3761547619047616,100726.0
1,max-cover,140,1200,0.1951428571428571,0.5536712534699023,0.1344583333333333,142359.0
1,budget,140,1200,0.9259642857142856,0.5370817195643796,0.392333333333333,104534.0
1,max-cover,140,600,0.1653214285714286,0.1456160406373906,0.1382261904761904,73476.0
1,budget,140,600,0.9942380952380953,0.1474418255784312,0.8262261904761898,15880.0
2,max-cover,140,1200,0.2390595238095237,0.5559706869702785,0.1459940476190476,141659.0
2,budget,140,1200,0.9320357142857144,0.5542584114593405,0.3946428571428569,101480.0
2,max-cover,140,600,0.1736547619047619,0.242263603263482,0.151297619047619,72672.0
2,budget,140,600,0.9931785714285716,0.2387457340472907,0.8533333333333333,17983.0
3,max-cover,140,1200,0.2536488095238095,0.8318303714162433,0.1415178571428571,143256.0
3,budget,140,1200,0.9131428571428571,0.8296133798327598,0.3823452380952379,102359.0
3,max-cover,140,600,0.165547619047619,0.2375091643426771,0.1411785714285714,69653.0
3,budget,140,600,0.9898928571428572,0.2383872733928732,0.8269999999999992,16276.0
4,max-cover,140,1200,0.2505416666666666,0.6387858568593444,0.1424047619047618,146509.0
4,budget,140,1200,0.9272142857142858,0.6365359154699591,0.3964761904761902,101565.0
4,max-cover,140,600,0.151547619047619,0.2278914894385458,0.1379642857142857,73744.0
4,budget,140,600,0.9938214285714284,0.2259437618647051,0.8222857142857137,17561.0
0,max-cover,160,600,0.1664895833333333,0.4869344726563714,0.1466875,83970.0
0,budget,160,600,0.9950729166666666,0.4861503652627177,0.9010833333333328,7548.0
0,max-cover,160,1200,0.1820781249999999,0.5192830887476901,0.1268177083333334,162124.0
0,budget,160,1200,0.9282552083333332,0.5207676242210049,0.4484895833333329,107818.0
1,max-cover,160,1200,0.2071874999999999,0.4714327741026838,0.1492395833333334,167619.0
1,budget,160,1200,0.9293020833333332,0.4652066059423342,0.4378229166666662,105052.0
1,max-cover,160,600,0.1531249999999999,0.2052840042248343,0.1378958333333333,81745.0
1,budget,160,600,0.9966458333333332,0.2060740364601287,0.9202812499999992,8830.0
2,max-cover,160,1200,0.2343385416666666,0.6769519402166205,0.1518958333333334,162477.0
2,budget,160,1200,0.9369583333333332,0.6775527739731497,0.4522968749999997,108002.0
2,max-cover,160,600,0.1889479166666666,0.2427572939577684,0.1478020833333333,84502.0
2,budget,160,600,0.99725,0.2435478490814005,0.919510416666666,9799.0
3,max-cover,160,1200,0.2094270833333333,0.519464138606305,0.1399739583333334,164883.0
3,budget,160,1200,0.9325572916666668,0.5148009394630837,0.4611302083333327,102582.0
3,max-cover,160,600,0.1570208333333334,0.2760595220141211,0.140625,81726.0
3,budget,160,600,0.9962291666666668,0.2739114626257383,0.9286562499999992,8740.0
4,max-cover,160,1200,0.1982604166666667,0.612051591395455,0.1348541666666667,164633.0
4,budget,160,1200,0.943265625,0.6088635580963624,0.4801666666666659,103939.0
4,max-cover,160,600,0.1809270833333333,0.3507536076731349,0.1543645833333333,81905.0
4,budget,160,600,0.9949583333333334,0.3519378446013953,0.9156145833333332,7794.0
0,max-cover,180,1200,0.1927638888888888,0.5719633990831261,0.1422453703703703,186348.0
0,budget,180,1200,0.9512222222222222,0.5734058784120695,0.5104768518518523,105162.0
0,max-cover,180,600,0.1703518518518518,0.2692589867070104,0.1563981481481481,91397.0
0,budget,180,600,0.999425925925926,0.2673594787823614,0.989361111111112,1582.0
1,max-cover,180,600,0.1779444444444444,0.413145070328698,0.1571666666666666,92126.0
1,budget,180,600,0.9996111111111112,0.4060369443565452,0.9886203703703716,2058.0
1,max-cover,180,1200,0.180074074074074,0.3993022927790984,0.1393842592592592,186611.0
1,budget,180,1200,0.9471574074074074,0.3926625326967067,0.5166157407407408,109388.0
2,max-cover,180,600,0.1184351851851851,0.2483209911771369,0.1046203703703703,91895.0
2,budget,180,600,0.9997314814814816,0.2481600735056923,0.9903240740740746,1742.0
2,max-cover,180,1200,0.2109722222222222,0.8572741360706757,0.1487824074074073,190052.0
2,budget,180,1200,0.956074074074074,0.8531705094621453,0.5249259259259261,107879.0
3,max-cover,180,1200,0.1851018518518519,0.5859774912953731,0.132861111111111,184695.0
3,budget,180,1200,0.9585370370370372,0.5853269636452363,0.5207037037037039,107658.0
3,max-cover,180,600,0.1474166666666666,0.1782277972513842,0.1362314814814814,92115.0
3,budget,180,600,0.9996574074074074,0.1778060833575843,0.991046296296297,1322.0
4,max-cover,180,1200,0.1896851851851851,0.4152489082831436,0.1343379629629628,187272.0
4,budget,180,1200,0.952462962962963,0.4164589246207971,0.5007731481481486,106524.0
4,max-cover,200,600,0.1548583333333333,0.2086642401056258,0.139275,99448.0
4,budget,200,600,0.9999,0.2102627106323055,0.9962833333333349,1120.0
4,max-cover,180,600,0.1556944444444444,0.1451669857972556,0.143074074074074,93002.0
4,budget,180,600,0.9996944444444444,0.1451645116588144,0.9911388888888896,1565.0
0,max-cover,200,600,0.1311333333333333,0.1760684056762321,0.1281166666666666,97587.0
0,budget,200,600,0.9996583333333332,0.1756076349495458,0.9952083333333352,1157.0
0,max-cover,200,1200,0.2026416666666667,0.5254521477262994,0.14945,207569.0
0,budget,200,1200,0.959225,0.5247278773116583,0.5770625000000009,102193.0
1,max-cover,200,600,0.187925,0.2906226887308826,0.1597416666666667,101730.0
1,budget,200,600,0.999825,0.2893905547404833,0.9960250000000016,1181.0
1,max-cover,200,1200,0.2107875,0.4218045169493492,0.1502083333333334,209954.0
1,budget,200,1200,0.9571541666666666,0.4167830160692878,0.580333333333334,102731.0
2,max-cover,200,600,0.1679166666666667,0.1763416749267098,0.154575,105085.0
2,budget,200,600,0.9997833333333334,0.1741013862719561,0.9949333333333348,1098.0
2,max-cover,200,1200,0.187925,0.4393284037757766,0.1399166666666667,209046.0
2,budget,200,1200,0.9730833333333332,0.4367266212343023,0.5979500000000009,105836.0
3,max-cover,200,600,0.1826499999999999,0.3021669137188469,0.1694166666666666,103107.0
3,budget,200,600,0.9996083333333332,0.3013631100418949,0.9954583333333348,1045.0
3,max-cover,200,1200,0.1800625,0.3659240288210925,0.1373375,207810.0
3,budget,200,1200,0.9544791666666668,0.3613495647674324,0.5701666666666676,101528.0
0,max-cover,120,600,0.1882361111111111,0.2370462149178037,0.1531111111111111,61036.0
0,budget,120,600,0.974,0.2373221866650082,0.6719722222222225,19022.0
1,max-cover,120,600,0.2352361111111111,0.6473687428916932,0.174611111111111,60028.0
1,budget,120,600,0.9796805555555556,0.6515862142633876,0.6983194444444447,22212.0
2,max-cover,120,600,0.1882222222222221,0.5732423094958606,0.1498333333333333,63508.0
2,budget,120,600,0.97425,0.5737827159408196,0.7010833333333336,20520.0
3,max-cover,120,600,0.1948194444444444,0.3463553684977371,0.1485972222222221,61380.0
3,budget,120,600,0.9775694444444444,0.3406501355047737,0.688166666666667,20385.0
4,max-cover,120,600,0.188611111111111,0.5464159926409236,0.1420416666666666,62755.0
4,budget,120,600,0.9832361111111112,0.5393972626109068,0.7135555555555559,22450.0
5,max-cover,20,600,0.5670833333333334,2.365241727961715,0.0892499999999999,11072.0
5,budget,20,600,0.9180833333333334,2.435865942813822,0.1058333333333333,10716.0
5,max-cover,20,1200,0.577875,2.403470673998394,0.0507083333333333,22821.0
5,budget,20,1200,0.845625,2.542194884012369,0.0644166666666666,22544.0
6,max-cover,20,600,0.6009166666666667,2.041389409396772,0.08275,11086.0
6,budget,20,600,0.8470833333333333,2.1572702179744114,0.10575,10846.0
6,max-cover,20,1200,0.6124166666666666,3.0220879337380526,0.05275,22998.0
6,budget,20,1200,0.8152916666666666,3.185774884207836,0.0624166666666666,22756.0
7,max-cover,20,600,0.52875,2.7334967389543032,0.0813333333333333,11131.0
7,budget,20,600,0.8913333333333333,2.8377000661375646,0.1019166666666666,10879.0
7,max-cover,20,1200,0.648875,7.813834365183103,0.0447083333333333,22911.0
7,budget,20,1200,0.9154583333333334,8.208463663226354,0.0605416666666666,22541.0
8,max-cover,20,600,0.6143333333333334,1.9840678814138464,0.083,11091.0
8,budget,20,600,0.8025,2.0503947783191827,0.1005,10822.0
8,max-cover,20,1200,0.715125,4.0696928823448975,0.0499583333333333,22810.0
8,budget,20,1200,0.8954166666666666,4.285691450329731,0.0585,22616.0
9,max-cover,20,600,0.5135833333333333,3.255775398936572,0.0851666666666666,11088.0
9,budget,20,600,0.8513333333333333,3.34799842098471,0.1101666666666666,10822.0
9,max-cover,20,1200,0.6040416666666666,2.2144845822109764,0.0494166666666666,22875.0
9,budget,20,1200,0.9224583333333334,2.5715507333306102,0.066625,22717.0
5,max-cover,40,600,0.3704583333333333,1.6880192529682994,0.1207916666666666,21229.0
5,budget,40,600,0.8500416666666667,1.6996230250408388,0.2083749999999999,19303.0
5,max-cover,40,1200,0.6362291666666666,2.0742247408218093,0.0848125,43801.0
5,budget,40,1200,0.880875,2.133131070555897,0.1118124999999999,42423.0
6,max-cover,40,600,0.4815,1.0395469613324992,0.1344583333333333,20802.0
6,budget,40,600,0.853,1.0530278686215375,0.2039166666666666,19069.0
6,max-cover,40,1200,0.6057708333333334,1.3510194316546995,0.0942916666666666,43706.0
6,budget,40,1200,0.8534791666666667,1.3553477378861565,0.1190416666666666,42612.0
7,max-cover,40,600,0.4155833333333333,0.8738363146336315,0.14575,21131.0
7,budget,40,600,0.8530833333333333,0.8658204489006179,0.2155833333333332,19029.0
7,max-cover,40,1200,0.5549375,1.7189506513687796,0.0892916666666666,43866.0
7,budget,40,1200,0.9196458333333332,1.812673068050373,0.1138749999999999,42487.0
8,max-cover,40,600,0.4435833333333333,0.8826301794616404,0.1220416666666666,21515.0
8,budget,40,600,0.8544166666666666,0.8785762409738836,0.2144583333333333,19066.0
8,max-cover,40,1200,0.5075625,2.640891446128121,0.08275,44171.0
8,budget,40,1200,0.8701458333333334,2.725083301229302,0.1125,42439.0
9,max-cover,40,600,0.4449999999999999,1.1243358873250155,0.1338333333333333,20761.0
9,budget,40,600,0.8946666666666667,1.1236534913660392,0.2136666666666666,19201.0
9,max-cover,40,1200,0.560875,1.6969241503195285,0.0876458333333333,43943.0
9,budget,40,1200,0.877625,1.7424524175360094,0.1186666666666666,42539.0
5,max-cover,60,600,0.3641666666666666,0.5074782516488291,0.16675,30855.0
5,budget,60,600,0.8746666666666667,0.492909268936214,0.3135277777777776,24376.0
5,max-cover,60,1200,0.407875,1.5891346648030564,0.1069305555555556,63841.0
5,budget,60,1200,0.8585694444444445,1.562877892139782,0.164986111111111,60939.0
6,max-cover,60,600,0.2935555555555555,0.7789294217784328,0.1474444444444445,30371.0
6,budget,60,600,0.93325,0.7591802012514226,0.3199722222222221,24121.0
6,max-cover,60,1200,0.5017361111111112,2.1328377303816,0.114625,64160.0
6,budget,60,1200,0.8268472222222223,2.1298129395416225,0.1569166666666665,61456.0
7,max-cover,60,600,0.2980833333333333,1.1784079327994472,0.1462777777777778,31293.0
7,budget,60,600,0.9417222222222222,1.1509420069184202,0.3415833333333331,23554.0
7,max-cover,60,1200,0.4963472222222223,1.8630246610151788,0.11375,62964.0
7,budget,60,1200,0.8658611111111111,1.8583082951723948,0.1622638888888888,60747.0
8,max-cover,60,1200,0.4996666666666667,1.3612819440142918,0.1172638888888889,64075.0
8,budget,60,1200,0.8652361111111111,1.3435764143176745,0.1652499999999999,60990.0
8,max-cover,60,600,0.2709444444444444,0.3932091837733261,0.1316388888888889,31627.0
8,budget,60,600,0.9114444444444444,0.389287178669657,0.3301111111111109,24598.0
9,max-cover,60,1200,0.506625,2.078729021190097,0.1206944444444444,63807.0
9,budget,60,1200,0.8595555555555555,2.12691033945835,0.1629166666666666,59821.0
9,max-cover,60,600,0.1854722222222222,1.172734279023177,0.1241388888888889,31184.0
9,budget,60,600,0.9306944444444444,1.1369367862497592,0.347222222222222,24207.0
5,max-cover,80,600,0.2752916666666667,0.700278180589675,0.1574374999999999,41438.0
5,budget,80,600,0.9502291666666668,0.6912104745020474,0.4492083333333336,26598.0
5,max-cover,80,1200,0.421875,0.906592130513994,0.1283229166666667,82219.0
5,budget,80,1200,0.8616666666666667,0.8801342366973632,0.2085937500000001,75919.0
6,max-cover,80,1200,0.4504791666666666,1.3264380785687124,0.14165625,83241.0
6,budget,80,1200,0.8765729166666667,1.3106484748072202,0.2099479166666668,75645.0
6,max-cover,80,600,0.2581666666666666,0.4096775782235474,0.1623541666666666,41615.0
6,budget,80,600,0.9307083333333334,0.4034333580170353,0.4503333333333336,26052.0
7,max-cover,80,1200,0.4143125,1.1116773578459411,0.1315104166666666,82178.0
7,budget,80,1200,0.8500104166666667,1.10003680021804,0.2108750000000002,75403.0
7,max-cover,80,600,0.1675208333333333,0.4392702823441637,0.1317291666666666,41502.0
7,budget,80,600,0.9334375,0.4412509550931244,0.4390000000000001,26511.0
8,max-cover,80,1200,0.4204479166666667,0.6019101278387008,0.1386770833333333,83270.0
8,budget,80,1200,0.8951354166666666,0.5969021930729963,0.2258750000000001,75864.0
8,max-cover,80,600,0.2470624999999999,0.3360197809553384,0.1534791666666666,40341.0
8,budget,80,600,0.9462708333333332,0.3410945079589471,0.4495000000000003,27070.0
9,max-cover,80,1200,0.4300208333333333,0.9743281216817368,0.1334270833333333,85013.0
9,budget,80,1200,0.8315625,0.9643073241512296,0.2023645833333334,75136.0
9,max-cover,80,600,0.2045416666666666,1.2797522059330124,0.1483749999999999,41378.0
9,budget,80,600,0.9117708333333332,1.2843644790046826,0.4316458333333336,26205.0
5,max-cover,100,1200,0.3732666666666666,0.8249244765735095,0.1445499999999999,104207.0
5,budget,100,1200,0.8708583333333333,0.8275735861569157,0.2646083333333336,86966.0
5,max-cover,100,600,0.1834833333333333,0.4616994070385958,0.1465833333333332,51611.0
5,budget,100,600,0.9623333333333334,0.4605805442924989,0.562783333333334,26633.0
6,max-cover,100,1200,0.254225,0.8550161011046811,0.1239499999999999,103878.0
6,budget,100,1200,0.8849333333333333,0.8474691900507717,0.2821250000000001,89056.0
6,max-cover,100,600,0.1825666666666666,0.3704275920270815,0.1392166666666666,52297.0
6,budget,100,600,0.95715,0.3589278840924113,0.5579500000000005,25552.0
7,max-cover,100,1200,0.3179833333333333,0.5485425081335478,0.1308583333333333,104326.0
7,budget,100,1200,0.88855,0.5447268059973951,0.2706250000000001,86390.0
7,max-cover,100,600,0.1868499999999999,0.2361376256084651,0.1360499999999999,52137.0
7,budget,100,600,0.9602,0.2323470264179781,0.5632833333333336,25285.0
8,max-cover,100,1200,0.315575,0.789004995424244,0.1323249999999999,103649.0
8,budget,100,1200,0.8629916666666666,0.7843510583216815,0.2673666666666669,86244.0
8,max-cover,100,600,0.1921666666666667,0.3313830730582119,0.1489999999999999,50161.0
8,budget,100,600,0.9608,0.3279143392908585,0.576116666666667,27133.0
9,max-cover,100,1200,0.3355583333333333,1.0485741464768514,0.1479916666666666,102976.0
9,budget,100,1200,0.8611416666666667,1.0286151936591543,0.2700833333333335,88535.0
9,max-cover,100,600,0.1840166666666667,0.4236788787928106,0.13265,53373.0
9,budget,100,600,0.96195,0.4220842515790989,0.5599833333333337,25196.0
5,max-cover,120,1200,0.283548611111111,0.5721681581300941,0.1455069444444444,124823.0
5,budget,120,1200,0.8978541666666666,0.5656510925568167,0.3264791666666668,95941.0
5,max-cover,120,600,0.1898472222222221,0.4814259286949041,0.1480694444444443,61247.0
5,budget,120,600,0.9750416666666668,0.4785277960355831,0.6810555555555557,22696.0
6,max-cover,120,1200,0.3095277777777777,0.7721791312454138,0.1568541666666666,123236.0
6,budget,120,1200,0.8899236111111111,0.7759446768055406,0.332638888888889,96841.0
6,max-cover,120,600,0.2037361111111111,0.4039279206766893,0.1454722222222222,59993.0
6,budget,120,600,0.9685833333333334,0.4005012572311616,0.6643611111111116,23777.0
7,max-cover,120,600,0.1617222222222222,0.410621091748082,0.1335555555555555,62996.0
7,budget,120,600,0.9874583333333332,0.4109126141706501,0.7061805555555557,21906.0
7,max-cover,120,1200,0.2582361111111111,0.4339491469120098,0.1255972222222221,124957.0
7,budget,120,1200,0.8918194444444445,0.4176810627796046,0.3264583333333335,96907.0
8,max-cover,120,1200,0.2634722222222222,0.5018124156360353,0.1424444444444444,125453.0
8,budget,120,1200,0.8962013888888889,0.4962239077006402,0.3356736111111112,96256.0
8,max-cover,120,600,0.2244444444444444,0.2997028527939858,0.1682777777777777,60993.0
8,budget,120,600,0.9745138888888888,0.3007528074977288,0.695166666666667,22777.0
9,max-cover,120,1200,0.2720069444444444,0.7099667411495331,0.1400902777777776,125935.0
9,budget,120,1200,0.877736111111111,0.7138546297425468,0.3175416666666669,96815.0
9,max-cover,120,600,0.1869444444444444,0.3051438618756054,0.1424583333333332,62731.0
9,budget,120,600,0.9774027777777776,0.29682553813204,0.6899444444444449,21164.0
5,max-cover,140,1200,0.2214047619047618,0.7583688088954693,0.1358095238095237,143666.0
5,budget,140,1200,0.9196845238095238,0.7567035965503958,0.3847261904761901,103482.0
5,max-cover,140,600,0.1954761904761904,0.3215146610723218,0.1642738095238095,71834.0
5,budget,140,600,0.9875714285714284,0.3190565428270057,0.8182976190476182,17186.0
6,max-cover,140,1200,0.2515178571428571,0.444322654747409,0.1494345238095238,145974.0
6,budget,140,1200,0.9303571428571428,0.4519296733601883,0.3934642857142854,100468.0
6,max-cover,140,600,0.196297619047619,0.178765223705104,0.1594523809523809,72917.0
6,budget,140,600,0.9870119047619048,0.1771875324503327,0.7946547619047615,12162.0
7,max-cover,140,1200,0.2584880952380952,0.4768908963473489,0.1446964285714285,140845.0
7,budget,140,1200,0.9232559523809524,0.4711376568937002,0.392333333333333,103685.0
7,max-cover,140,600,0.1795238095238095,0.5634822089594121,0.1544047619047619,72492.0
7,budget,140,600,0.99225,0.5641633433778089,0.821023809523809,18654.0
8,max-cover,140,1200,0.2260714285714286,0.4942800842658064,0.1307857142857143,146230.0
8,budget,140,1200,0.9158809523809524,0.4902193022776073,0.3807619047619044,101100.0
8,max-cover,140,600,0.1573214285714286,0.2615121940984545,0.1453928571428571,70826.0
8,budget,140,600,0.9931428571428572,0.2556875392179604,0.8286785714285709,16050.0
9,max-cover,140,1200,0.2347738095238095,0.5875104182430155,0.1380654761904761,145251.0
9,budget,140,1200,0.914529761904762,0.5796056118456916,0.3778809523809521,102642.0
9,max-cover,140,600,0.1707142857142857,0.3050107596117086,0.142845238095238,72785.0
9,budget,140,600,0.988309523809524,0.2998343517249031,0.8002738095238094,17988.0
