round,method,task,worker,fairness-pairwise,avg-quality,avg-utility
7,heuristic,20,80,0.924375,2.1188583973028847,0.650625
5,max-cover,20,160,0.7615625,2.560156329482533,0.3484374999999999
5,budget,20,160,0.9115625,2.6485914991168387,0.4078125
5,heuristic,20,160,0.96125,2.637499374027283,0.3765625
8,max-cover,20,80,0.6018749999999999,1.3120454263097951,0.44
8,budget,20,80,0.95875,1.3161716922787885,0.7175
8,heuristic,20,80,0.92,1.312684410817924,0.650625
6,max-cover,20,160,0.6459375,3.0392996918180124,0.3159375
6,budget,20,160,0.9440625,3.218234608792154,0.389375
6,heuristic,20,160,0.9584375,3.18684034391614,0.369375
9,max-cover,20,80,0.5956250000000001,1.6169692333662748,0.4699999999999999
9,budget,20,80,0.97125,1.6122208286000848,0.7725000000000002
9,heuristic,20,80,0.92125,1.6450409846392364,0.68
7,max-cover,20,160,0.7134375,2.832295105258618,0.3225
7,budget,20,160,0.9015625,3.0231630154182234,0.4084375
7,heuristic,20,160,0.899375,2.9484333967846257,0.355625
5,max-cover,24,80,0.7078125,0.8740867889242039,0.6020833333333334
5,budget,24,80,0.9765625,0.8915202707786626,0.8656250000000002
5,heuristic,24,80,0.95625,0.8874404703462998,0.8036458333333336
8,max-cover,20,160,0.7362500000000001,2.463077616122652,0.3509375
8,budget,20,160,0.94125,2.5562185353281075,0.4559375
8,heuristic,20,160,0.9209375,2.5232581447497413,0.376875
6,max-cover,24,80,0.6015625,0.6400285002212828,0.4921874999999999
6,budget,24,80,0.9838541666666668,0.6309472779852471,0.909375
6,heuristic,24,80,0.8213541666666666,0.6356407676313472,0.6494791666666667
9,max-cover,20,160,0.555625,3.425288348189353,0.3125
9,budget,20,160,0.936875,3.535435783573395,0.4393749999999999
9,heuristic,20,160,0.8484375,3.518139366780201,0.384375
7,max-cover,24,80,0.7489583333333334,1.096930247304587,0.5973958333333333
7,budget,24,80,0.9901041666666668,1.084963359445403,0.9458333333333332
7,heuristic,24,80,0.928125,1.0939745854214582,0.7734375000000001
5,max-cover,24,160,0.54609375,2.9291808633485723,0.3494791666666667
5,budget,24,160,0.9377604166666668,3.058151610415952,0.4783854166666665
5,heuristic,24,160,0.9114583333333334,3.054822931057405,0.4546875000000002
8,max-cover,24,80,0.7713541666666667,2.465700967182334,0.6276041666666667
8,budget,24,80,0.9921875,2.4767159486226067,0.9645833333333332
8,heuristic,24,80,0.8942708333333333,2.479973972606451,0.743229166666667
6,max-cover,24,160,0.6130208333333333,1.513408251059615,0.37109375
6,budget,24,160,0.8927083333333333,1.564300152806778,0.4828125
6,heuristic,24,160,0.9127604166666666,1.5512248352455025,0.4473958333333333
9,max-cover,24,80,0.7125,1.1333309928884037,0.5557291666666667
9,budget,24,80,0.9854166666666668,1.1148551004443903,0.8916666666666666
9,heuristic,24,80,0.8661458333333334,1.115019866381984,0.7187499999999999
7,max-cover,24,160,0.6559895833333333,1.3845168562336294,0.3903645833333333
7,budget,24,160,0.8989583333333333,1.4705756621109864,0.4981770833333333
7,heuristic,24,160,0.9794270833333332,1.4516384940430338,0.4997395833333334
5,max-cover,28,80,0.7183035714285715,1.1663630712502011,0.6156250000000001
5,budget,28,80,0.9991071428571427,1.1724687457682357,0.9816964285714288
5,heuristic,28,80,0.865625,1.173100740376545,0.753125
8,max-cover,24,160,0.7005208333333333,2.446034832074269,0.4268229166666668
8,budget,24,160,0.92421875,2.460389768498954,0.5302083333333335
8,heuristic,24,160,0.9052083333333334,2.461297964197915,0.4809895833333333
6,max-cover,28,80,0.6575892857142858,1.0306511044295454,0.5513392857142857
6,budget,28,80,0.9991071428571427,1.022662251302015,0.971875
6,heuristic,28,80,0.8861607142857143,1.023389871716231,0.753125
9,max-cover,24,160,0.61875,2.5901372074091595,0.3406249999999999
9,budget,24,160,0.9153645833333334,2.618783667275698,0.4721354166666666
9,heuristic,24,160,0.96640625,2.604221353988581,0.4867187499999999
7,max-cover,28,80,0.7361607142857143,0.8083837891697813,0.6553571428571427
7,budget,28,80,0.9950892857142856,0.7976161499846423,0.9754464285714286
7,heuristic,28,80,0.9450892857142856,0.7977418965693328,0.8687500000000001
5,max-cover,28,160,0.7171875,1.998573191554396,0.4752232142857141
5,budget,28,160,0.9279017857142856,2.003770433513504,0.5901785714285714
5,heuristic,28,160,0.9330357142857144,2.0185557329037227,0.5779017857142857
8,max-cover,28,80,0.7214285714285714,1.0830607181060463,0.6477678571428572
8,budget,28,80,0.9959821428571428,1.096614756797092,0.9669642857142856
8,heuristic,28,80,0.9258928571428572,1.0931840241961317,0.8191964285714286
6,max-cover,28,160,0.6272321428571428,2.4029075676351126,0.3825892857142857
6,budget,28,160,0.9359375,2.4679867433910987,0.5488839285714284
6,heuristic,28,160,0.9196428571428572,2.466306947030623,0.5238839285714285
9,max-cover,28,80,0.6705357142857142,1.068858457782948,0.5727678571428572
9,budget,28,80,0.9995535714285714,1.0569401644918484,0.9732142857142858
9,heuristic,28,80,0.8674107142857143,1.0548680103711932,0.721875
5,max-cover,32,80,0.607421875,0.753724337833344,0.528515625
5,budget,32,80,0.998046875,0.7570273055589921,0.984375
5,heuristic,32,80,0.78984375,0.7568679684958497,0.6796875
7,max-cover,28,160,0.7573660714285715,1.827695245451359,0.4439732142857144
7,budget,28,160,0.8888392857142857,1.8614356731887336,0.5178571428571428
7,heuristic,28,160,0.9649553571428572,1.8673692109226687,0.5325892857142857
6,max-cover,32,80,0.564453125,0.9566748366018104,0.4984375
6,budget,32,80,0.996875,0.9512287178154104,0.98671875
6,heuristic,32,80,0.787890625,0.9513547083408592,0.6765625
8,max-cover,28,160,0.65,2.1997605765015185,0.4189732142857145
8,budget,28,160,0.9620535714285714,2.271562882097026,0.5852678571428569
8,heuristic,28,160,0.9113839285714286,2.2425786531452534,0.5026785714285714
7,max-cover,32,80,0.696875,0.6882548387227972,0.6125
7,budget,32,80,0.9984375,0.6812128863131823,0.988671875
7,heuristic,32,80,0.884765625,0.6836576180161675,0.800390625
9,max-cover,28,160,0.7765625,1.6077720661346029,0.4238839285714286
9,budget,28,160,0.9412946428571428,1.683780513589704,0.55
9,heuristic,28,160,0.9479910714285714,1.6876988935536572,0.5171874999999999
8,max-cover,32,80,0.724609375,1.0704031319714913,0.6671875
8,budget,32,80,0.999609375,1.062486795769663,0.987890625
8,heuristic,32,80,0.91875,1.0630253673456085,0.85546875
5,max-cover,32,160,0.68671875,1.960927645016948,0.447265625
5,budget,32,160,0.9169921875,1.954248761434036,0.5935546875
5,heuristic,32,160,0.948046875,1.9649626126697128,0.605078125
9,max-cover,32,80,0.708203125,0.8721096723154659,0.612890625
9,budget,32,80,0.9984375,0.8503857852809592,0.9828125
9,heuristic,32,80,0.855078125,0.8506104809607348,0.75
6,max-cover,32,160,0.6986328125,1.3312893549463276,0.466796875
6,budget,32,160,0.9533203125,1.3403439621258852,0.6767578125
6,heuristic,32,160,0.929296875,1.343177684435095,0.6271484375
5,max-cover,36,80,0.70625,0.6694072426728261,0.659375
5,budget,36,80,0.9975694444444444,0.6723219055554398,0.9920138888888888
5,heuristic,36,80,0.8486111111111111,0.6735478372082052,0.7927083333333333
7,max-cover,32,160,0.713671875,2.3769625923026707,0.47109375
7,budget,32,160,0.9431640625,2.4074368972508204,0.61875
7,heuristic,32,160,0.9095703125,2.4050504543461644,0.5873046875
6,max-cover,36,80,0.5774305555555556,0.6083275591975564,0.5052083333333333
6,budget,36,80,0.9993055555555556,0.6120441308580087,0.9927083333333334
6,heuristic,36,80,0.7611111111111111,0.6143287757564933,0.628125
8,max-cover,32,160,0.6640625,2.576200012542764,0.475390625
8,budget,32,160,0.9453125,2.5728692710837744,0.6623046875
8,heuristic,32,160,0.9169921875,2.568115791244081,0.6021484375
7,max-cover,36,80,0.590625,0.4629884900566059,0.5506944444444444
7,budget,36,80,1.0,0.4645074351860749,0.9958333333333332
7,heuristic,36,80,0.8229166666666666,0.4650258740174757,0.7635416666666668
9,max-cover,32,160,0.6373046875,1.9875531031985303,0.4365234375
9,budget,32,160,0.94921875,2.004076986741952,0.6337890625
9,heuristic,32,160,0.9171875,2.008367057102182,0.5966796875
8,max-cover,36,80,0.6131944444444444,0.4712220509439713,0.5659722222222221
8,budget,36,80,0.9986111111111112,0.4633871974297835,0.9892361111111108
8,heuristic,36,80,0.8701388888888889,0.4633851487423062,0.8059027777777775
5,max-cover,36,160,0.7067708333333333,1.4774693774247272,0.4949652777777777
5,budget,36,160,0.9512152777777778,1.463338027413834,0.685416666666667
5,heuristic,36,160,0.9182291666666668,1.4599747218910664,0.6456597222222223
9,max-cover,36,80,0.6951388888888889,0.7090289799094314,0.6576388888888889
9,budget,36,80,0.9986111111111112,0.7035477674038053,0.9913194444444444
9,heuristic,36,80,0.8673611111111111,0.7028370053546127,0.7916666666666665
6,max-cover,36,160,0.6611111111111111,1.5666986671396268,0.4795138888888888
6,budget,36,160,0.9628472222222222,1.5738208327847778,0.7128472222222223
6,heuristic,36,160,0.9133680555555556,1.574164315963141,0.668576388888889
5,max-cover,40,80,0.749375,0.8347634110136652,0.6840625000000001
5,budget,40,80,0.9984375,0.8395610328124885,0.9934375
5,heuristic,40,80,0.9075,0.8404748952613097,0.8643749999999999
7,max-cover,36,160,0.7043402777777779,1.971021818124206,0.5166666666666667
7,budget,36,160,0.9664930555555556,1.9745406651577,0.7352430555555556
7,heuristic,36,160,0.9364583333333334,1.9797331800135909,0.6829861111111113
8,max-cover,36,160,0.671875,1.2699564826719465,0.4581597222222222
8,budget,36,160,0.9501736111111112,1.2779675413177494,0.6704861111111112
8,heuristic,36,160,0.9340277777777778,1.2752779226940734,0.6225694444444445
6,max-cover,40,80,0.6921875,0.4991784066577692,0.6650000000000003
6,budget,40,80,0.999375,0.5007932775531068,0.9971875
6,heuristic,40,80,0.8784375,0.5010847447737051,0.828125
9,max-cover,36,160,0.6534722222222222,1.5817181143980406,0.4805555555555555
9,budget,36,160,0.9479166666666666,1.5966078254434422,0.713541666666667
9,heuristic,36,160,0.8739583333333334,1.600561378226541,0.6260416666666668
7,max-cover,40,80,0.7071875000000001,1.0147515357300567,0.65375
7,budget,40,80,0.9996875,1.0077977718627502,0.9946874999999998
7,heuristic,40,80,0.9021875,1.0102110054830142,0.8568750000000002
5,max-cover,40,160,0.69421875,1.4195758928969704,0.5418749999999999
5,budget,40,160,0.950625,1.4155787994395106,0.7703125
5,heuristic,40,160,0.91046875,1.415092062689189,0.6981250000000001
8,max-cover,40,80,0.6525000000000001,0.6583074071878683,0.6059375000000001
8,budget,40,80,1.0,0.6312142264043545,0.993125
8,heuristic,40,80,0.8709375,0.630918928060355,0.8121875
6,max-cover,40,160,0.739375,1.645013262010305,0.5682812499999998
6,budget,40,160,0.97609375,1.6445719131314689,0.8406249999999996
6,heuristic,40,160,0.929375,1.650881123871335,0.7114062499999998
9,max-cover,40,80,0.63625,0.4531741000802816,0.6071875000000001
9,budget,40,80,0.9990625,0.4529937186556996,0.99375
9,heuristic,40,80,0.8953125,0.4551648017791531,0.8478125000000001
7,max-cover,40,160,0.67078125,1.3155845973774705,0.493125
7,budget,40,160,0.960625,1.3215224490765871,0.7810937499999999
7,heuristic,40,160,0.8825000000000001,1.3190561653234067,0.6342187499999999
8,max-cover,40,160,0.74359375,1.055111223444693,0.5542187499999999
8,budget,40,160,0.97171875,1.0594025552337087,0.7754687499999998
8,heuristic,40,160,0.89390625,1.055638234943881,0.67359375
9,max-cover,40,160,0.6784375,1.2239201202096175,0.499375
9,budget,40,160,0.946875,1.2059848402670867,0.7239062499999998
9,heuristic,40,160,0.89453125,1.2059583165626768,0.6565624999999999
5,max-cover,4,80,0.6125,6.634767478113503,0.121875
5,budget,4,80,0.9625,7.413163358486405,0.178125
5,heuristic,4,80,0.996875,7.535657064219637,0.1625
6,max-cover,4,80,0.634375,3.925894620294628,0.121875
6,budget,4,80,0.865625,4.664153260368775,0.171875
6,heuristic,4,80,0.984375,4.6990657520581545,0.159375
5,max-cover,4,160,0.684375,7.934527174428117,0.0796875
5,budget,4,160,0.671875,8.488611966244823,0.0765625
5,heuristic,4,160,0.996875,8.688204928846323,0.08125
7,max-cover,4,80,0.690625,3.844545511101945,0.16875
7,budget,4,80,0.840625,4.7522321897018855,0.175
7,heuristic,4,80,0.990625,4.67212364656139,0.153125
6,max-cover,4,160,0.65,7.473208303875082,0.08125
6,budget,4,160,0.859375,8.286670684106479,0.0953125
6,heuristic,4,160,0.9484375,8.014394367541543,0.075
8,max-cover,4,80,0.721875,5.002655190033056,0.15625
8,budget,4,80,0.946875,5.684741022014911,0.171875
8,heuristic,4,80,1.0,5.898959806889097,0.171875
7,max-cover,4,160,0.634375,5.874440907357879,0.08125
7,budget,4,160,0.9015625,7.367785039119296,0.0890625
7,heuristic,4,160,0.9921875,7.669882228525568,0.0671875
9,max-cover,4,80,0.4625,4.950465972415678,0.10625
9,budget,4,80,0.925,5.246908175805787,0.14375
9,heuristic,4,80,1.0,5.357320776568851,0.1375
8,max-cover,4,160,0.7265625,5.464368775483017,0.0859375
8,budget,4,160,0.8859375,5.902896603638401,0.090625
8,heuristic,4,160,0.996875,5.85311851496515,0.071875
5,max-cover,8,80,0.85625,2.176101805452401,0.321875
5,budget,8,80,0.915625,2.2087126098805587,0.3296875
5,heuristic,8,80,0.93125,2.2557863441392705,0.309375
9,max-cover,4,160,0.8890625,7.579234487578095,0.0921875
9,budget,4,160,0.796875,7.238030630423216,0.0875
9,heuristic,4,160,0.984375,7.507793050627769,0.0625
6,max-cover,8,80,0.634375,4.5580803081917605,0.296875
6,budget,8,80,0.9,4.917106926368386,0.359375
6,heuristic,8,80,0.984375,4.442041654859914,0.3484375
5,max-cover,8,160,0.5703125,4.8813298135028464,0.14140625
5,budget,8,160,0.91484375,5.324759344686144,0.16875
5,heuristic,8,160,0.990625,5.181585684536442,0.15
7,max-cover,8,80,0.7453125,2.238513898780067,0.3234375
7,budget,8,80,0.871875,2.372886222380508,0.3625
7,heuristic,8,80,0.9015625,2.2622895338901463,0.3046875
6,max-cover,8,160,0.6984375,3.91285838621101,0.16171875
6,budget,8,160,0.78828125,4.453239235080464,0.175
6,heuristic,8,160,0.9640625,4.418529029968865,0.15234375
8,max-cover,8,80,0.7296875,2.0737206402405546,0.26875
8,budget,8,80,0.75,2.230007803837717,0.290625
8,heuristic,8,80,0.9453125,2.1186026274602403,0.2625
7,max-cover,8,160,0.684375,5.269002941841846,0.1359375
7,budget,8,160,0.88203125,5.8279733727319805,0.175
7,heuristic,8,160,0.9859375,5.814129088148532,0.13671875
9,max-cover,8,80,0.65,2.431999938005452,0.2671875
9,budget,8,80,0.9015625,2.757882916207695,0.33125
9,heuristic,8,80,0.965625,2.7204193943640487,0.3203125
8,max-cover,8,160,0.75859375,7.15552158830815,0.1421875
8,budget,8,160,0.90859375,7.57199823406124,0.15078125
8,heuristic,8,160,0.94453125,7.426956315967641,0.13046875
5,max-cover,12,80,0.6385416666666667,2.790874317814412,0.3635416666666667
5,budget,12,80,0.9552083333333332,2.9310794587691205,0.4927083333333334
5,heuristic,12,80,0.878125,2.9103885859213023,0.4416666666666666
9,max-cover,8,160,0.68515625,4.316379977999602,0.1484375
9,budget,8,160,0.92265625,4.974043153393217,0.18125
9,heuristic,8,160,0.99375,4.991814170748793,0.1609375
6,max-cover,12,80,0.6625,3.432530395866582,0.3895833333333334
6,budget,12,80,0.9541666666666668,3.5262619152047168,0.4822916666666666
6,heuristic,12,80,0.9927083333333332,3.539646712744121,0.5010416666666667
7,max-cover,12,80,0.6979166666666667,1.824856896515032,0.3833333333333333
7,budget,12,80,0.928125,1.9021975079449485,0.4937500000000001
7,heuristic,12,80,0.9572916666666668,1.8894812121865203,0.4958333333333334
5,max-cover,12,160,0.7296875,3.3710158899243203,0.2354166666666666
5,budget,12,160,0.9307291666666666,3.762734976798415,0.265625
5,heuristic,12,160,0.9098958333333332,3.610223270128525,0.228125
8,max-cover,12,80,0.565625,1.742482390122592,0.3416666666666668
8,budget,12,80,0.9729166666666668,1.8305302906589287,0.4770833333333334
8,heuristic,12,80,0.971875,1.8380081082276285,0.471875
6,max-cover,12,160,0.6098958333333333,3.368324806247895,0.2005208333333333
6,budget,12,160,0.9119791666666668,3.6905687764653567,0.2848958333333332
6,heuristic,12,160,0.984375,3.620358054457401,0.2416666666666667
9,max-cover,12,80,0.6552083333333334,1.4557509491621303,0.340625
9,budget,12,80,0.8895833333333334,1.5355318408276546,0.45625
9,heuristic,12,80,0.9385416666666668,1.5392893795695226,0.4385416666666666
7,max-cover,12,160,0.6640625,4.348277029985126,0.2203125
7,budget,12,160,0.9369791666666668,4.520130937114685,0.2739583333333334
7,heuristic,12,160,0.921875,4.53553888150659,0.2354166666666667
8,max-cover,12,160,0.6364583333333333,4.6178585719367335,0.2015625
8,budget,12,160,0.8994791666666666,5.007486873307699,0.2677083333333333
8,heuristic,12,160,0.9697916666666668,4.956130316355099,0.2385416666666666
5,max-cover,16,80,0.73515625,1.4042618270442186,0.46640625
5,budget,16,80,0.94921875,1.4379982147351615,0.63515625
5,heuristic,16,80,0.97578125,1.436782870782494,0.6609375
9,max-cover,12,160,0.6328125,2.862711141093204,0.2223958333333333
9,budget,12,160,0.9479166666666666,3.1782550032446983,0.2515624999999999
9,heuristic,12,160,0.9479166666666666,3.145267120860668,0.2255208333333333
6,max-cover,16,80,0.63515625,1.8747978627606603,0.43984375
6,budget,16,80,0.94375,1.8907089876525711,0.63125
6,heuristic,16,80,0.915625,1.8909744059676383,0.62265625
5,max-cover,16,160,0.70703125,3.587039962038105,0.280078125
5,budget,16,160,0.879296875,3.762663924961752,0.349609375
5,heuristic,16,160,0.984375,3.704431869346096,0.3109375
7,max-cover,16,80,0.58515625,0.8467118374706732,0.39609375
7,budget,16,80,0.96875,0.8534092878228348,0.60078125
7,heuristic,16,80,0.9109375,0.85477790975639,0.56015625
8,max-cover,16,80,0.65234375,1.949552516854946,0.45625
8,budget,16,80,0.971875,2.005346082689877,0.65
8,heuristic,16,80,0.95234375,2.027495976740667,0.60703125
6,max-cover,16,160,0.612890625,3.577257068602202,0.271484375
6,budget,16,160,0.8703125,3.8551513297188,0.325390625
6,heuristic,16,160,0.961328125,3.891723888646304,0.313671875
9,max-cover,16,80,0.6875,1.0979264604660035,0.50390625
9,budget,16,80,0.95703125,1.103306902579962,0.70390625
9,heuristic,16,80,0.93515625,1.1055175695034218,0.66640625
7,max-cover,16,160,0.709765625,3.670632998824784,0.28984375
7,budget,16,160,0.929296875,3.8355923255654,0.350390625
7,heuristic,16,160,0.941015625,3.830237482153225,0.30859375
8,max-cover,16,160,0.63125,3.869547512513139,0.275
8,budget,16,160,0.93515625,4.007393833355506,0.356640625
8,heuristic,16,160,0.9828125,4.024213111239272,0.3125
5,max-cover,20,80,0.6737500000000001,0.7378078495451923,0.4506249999999999
5,budget,20,80,0.92125,0.7715628662038247,0.6518750000000002
5,heuristic,20,80,0.875,0.7756303243164588,0.5843750000000001
9,max-cover,16,160,0.6625,3.517631563231024,0.290234375
9,budget,16,160,0.877734375,3.748158482457071,0.35
9,heuristic,16,160,0.987109375,3.739871882854288,0.365234375
6,max-cover,20,80,0.625625,1.0150095640693872,0.4756250000000001
6,budget,20,80,0.975,0.997326428448218,0.811875
6,heuristic,20,80,0.864375,0.9973244077672928,0.614375
5,max-cover,20,160,0.6590625,1.6243025881163191,0.3224999999999999
5,budget,20,160,0.8703125,1.7717040292810091,0.436875
5,heuristic,20,160,0.93625,1.7915431676668514,0.3884374999999999
7,max-cover,20,80,0.714375,0.9269713086660872,0.50625
7,budget,20,80,0.963125,0.932477834582112,0.7237500000000001
7,heuristic,20,80,0.903125,0.9393550295423287,0.6168750000000001
8,max-cover,20,80,0.653125,1.823880118768735,0.4674999999999999
8,budget,20,80,0.9325,1.809197671571768,0.733125
8,heuristic,20,80,0.878125,1.8053309421811303,0.6175000000000002
6,max-cover,20,160,0.7925,2.0005343935264057,0.358125
6,budget,20,160,0.92125,2.066287741904642,0.4415625
6,heuristic,20,160,0.9803125,2.0690668582937684,0.403125
9,max-cover,20,80,0.694375,1.5473607610944973,0.5081249999999999
9,budget,20,80,0.969375,1.5150870700527157,0.7637500000000002
9,heuristic,20,80,0.935,1.5508267498583197,0.7018750000000001
7,max-cover,20,160,0.714375,2.196649258334424,0.31875
7,budget,20,160,0.936875,2.3371613747581312,0.3959375000000001
7,heuristic,20,160,0.78625,2.2336386702306537,0.3190625000000001
5,max-cover,24,80,0.6380208333333333,0.9282739910954636,0.5171875000000001
5,budget,24,80,0.9880208333333332,0.9349962069515074,0.9072916666666666
5,heuristic,24,80,0.875,0.9382150516653032,0.7354166666666667
8,max-cover,20,160,0.6903125,2.636194769454124,0.34625
8,budget,20,160,0.9178125,2.8520983458421267,0.470625
8,heuristic,20,160,0.9515625,2.824213260554334,0.3859375
6,max-cover,24,80,0.6619791666666667,0.7799772424925461,0.53125
6,budget,24,80,0.9817708333333334,0.7914238485199555,0.9072916666666666
6,heuristic,24,80,0.8791666666666667,0.7974649989544851,0.6932291666666667
9,max-cover,20,160,0.7390625,1.8001676382061391,0.340625
9,budget,20,160,0.925625,1.9113346172560544,0.4162499999999999
9,heuristic,20,160,0.9715625,1.8910214799832024,0.3803124999999999
7,max-cover,24,80,0.6734375,0.9875766920924578,0.5671875000000001
7,budget,24,80,0.9875,0.992326936160466,0.9406250000000002
7,heuristic,24,80,0.9166666666666666,0.993474304429665,0.7651041666666668
5,max-cover,24,160,0.73203125,1.5957260631884969,0.4070312500000002
5,budget,24,160,0.9127604166666666,1.6521280168014254,0.4856770833333333
5,heuristic,24,160,0.9729166666666668,1.6425740021621271,0.4677083333333333
8,max-cover,24,80,0.6921875,1.382080367106201,0.5625
8,budget,24,80,0.9791666666666666,1.3401617594245374,0.8869791666666668
8,heuristic,24,80,0.8880208333333334,1.3421153428629369,0.7177083333333334
6,max-cover,24,160,0.6731770833333333,2.110708485678694,0.3890625
6,budget,24,160,0.9213541666666668,2.162735414984841,0.4924479166666667
6,heuristic,24,160,0.9408854166666668,2.1599250195737816,0.4445312500000001
9,max-cover,24,80,0.6026041666666666,1.0005775047199412,0.5260416666666666
9,budget,24,80,0.9932291666666668,0.9936609366870964,0.940104166666667
9,heuristic,24,80,0.9026041666666668,0.9983267597347396,0.7364583333333333
7,max-cover,24,160,0.67578125,1.420169587567411,0.3768229166666667
7,budget,24,160,0.9393229166666668,1.4471153305823012,0.49140625
7,heuristic,24,160,0.9213541666666668,1.4595695634769568,0.4947916666666666
5,max-cover,28,80,0.5754464285714286,1.5067972471246462,0.5151785714285715
5,budget,28,80,0.9995535714285714,1.5064787665180768,0.9897321428571428
5,heuristic,28,80,0.7982142857142858,1.5062023802373088,0.6732142857142858
8,max-cover,24,160,0.7104166666666667,2.2522825651751464,0.396875
8,budget,24,160,0.9161458333333332,2.3032990924672947,0.4877604166666667
8,heuristic,24,160,0.93671875,2.2936125407969734,0.465625
6,max-cover,28,80,0.6410714285714285,1.3456529813164957,0.5660714285714287
6,budget,28,80,0.9977678571428572,1.3426518012979929,0.9714285714285712
6,heuristic,28,80,0.8526785714285714,1.3439134287508077,0.7066964285714288
9,max-cover,24,160,0.64921875,1.656927087153763,0.3567708333333333
9,budget,24,160,0.9583333333333334,1.8072174451390293,0.5002604166666667
9,heuristic,24,160,0.9252604166666668,1.7841895440306816,0.46953125
7,max-cover,28,80,0.7044642857142858,1.2177265161002857,0.5812500000000002
7,budget,28,80,0.9959821428571428,1.214635530063658,0.9741071428571428
7,heuristic,28,80,0.8723214285714286,1.215892439734069,0.7281250000000001
5,max-cover,28,160,0.7703125,2.07996002951782,0.4464285714285713
5,budget,28,160,0.9325892857142856,2.1503783703842068,0.5475446428571427
5,heuristic,28,160,0.9359375,2.127497006704272,0.4868303571428571
8,max-cover,28,80,0.659375,0.9368640311454924,0.5522321428571428
8,budget,28,80,0.9986607142857142,0.923817077770549,0.9799107142857142
8,heuristic,28,80,0.8955357142857143,0.9235224052358624,0.7754464285714284
6,max-cover,28,160,0.6776785714285714,2.600129426066984,0.4261160714285715
6,budget,28,160,0.9136160714285716,2.6508408536028205,0.575892857142857
6,heuristic,28,160,0.925,2.6538466449069693,0.5417410714285713
9,max-cover,28,80,0.6674107142857143,1.3240371383781613,0.5651785714285714
9,budget,28,80,0.99375,1.3263432916313314,0.9571428571428572
9,heuristic,28,80,0.8535714285714285,1.3262816445477623,0.7183035714285714
7,max-cover,28,160,0.7167410714285714,2.3643354512552506,0.4504464285714284
7,budget,28,160,0.9325892857142856,2.395041246028199,0.5850446428571429
7,heuristic,28,160,0.9022321428571428,2.384448253264197,0.54375
5,max-cover,32,80,0.6828125,0.7420760898842339,0.6140625
5,budget,32,80,0.995703125,0.7410534451772232,0.9828125
5,heuristic,32,80,0.89765625,0.7433319849217223,0.808203125
8,max-cover,28,160,0.7276785714285714,2.073645897856057,0.4165178571428572
8,budget,28,160,0.9375,2.128771049196982,0.5435267857142858
8,heuristic,28,160,0.9383928571428573,2.1195952400757063,0.5196428571428571
6,max-cover,32,80,0.69296875,1.290488803309496,0.61015625
6,budget,32,80,0.998828125,1.2708006548693287,0.991796875
6,heuristic,32,80,0.856640625,1.270799776798075,0.752734375
9,max-cover,28,160,0.6970982142857143,1.8955219125275733,0.4158482142857143
9,budget,28,160,0.9330357142857144,1.971924619357588,0.5392857142857144
9,heuristic,28,160,0.9274553571428572,1.976045103153676,0.5229910714285715
7,max-cover,32,80,0.617578125,0.7028284485439314,0.5671875
7,budget,32,80,0.9984375,0.6997638389820234,0.991796875
7,heuristic,32,80,0.846875,0.7014893852897379,0.755078125
8,max-cover,32,80,0.679296875,0.8526864075316964,0.58203125
8,budget,32,80,0.9984375,0.8411168509012116,0.98671875
8,heuristic,32,80,0.83203125,0.8354144969411301,0.71796875
5,max-cover,32,160,0.6779296875,1.5317665964657852,0.466796875
5,budget,32,160,0.9330078125,1.5312062652259415,0.6212890625
5,heuristic,32,160,0.937890625,1.5328864392735866,0.6001953125
6,max-cover,32,160,0.6201171875,1.4252612565490803,0.4537109375
6,budget,32,160,0.940625,1.4306000084976014,0.6833984375
6,heuristic,32,160,0.906640625,1.4324904986282951,0.6009765625
9,max-cover,32,80,0.684375,0.5179431581363321,0.615234375
9,budget,32,80,0.996484375,0.5095535868931038,0.983984375
9,heuristic,32,80,0.8765625,0.5078855064138905,0.78203125
7,max-cover,32,160,0.7474609375,2.149138948619669,0.5033203125
7,budget,32,160,0.96171875,2.157486312404674,0.6341796875
7,heuristic,32,160,0.923828125,2.149115396065256,0.6119140625
5,max-cover,36,80,0.6899305555555555,1.0533465492656306,0.6194444444444444
5,budget,36,80,0.9993055555555556,1.0444546075928969,0.9916666666666664
5,heuristic,36,80,0.8493055555555555,1.0450954821590417,0.7815972222222218
6,max-cover,36,80,0.6454861111111111,1.079020169140635,0.5944444444444443
6,budget,36,80,0.9989583333333332,1.072281524654728,0.9899305555555558
6,heuristic,36,80,0.8715277777777778,1.0719958088372663,0.7881944444444444
8,max-cover,32,160,0.709375,1.8768908577626588,0.4576171875
8,budget,32,160,0.906640625,1.8903777944099869,0.594140625
8,heuristic,32,160,0.8962890625,1.9008184850439729,0.5544921875
7,max-cover,36,80,0.7038194444444444,0.8446101989868017,0.6423611111111109
7,budget,36,80,0.9993055555555556,0.8343218606283326,0.9951388888888888
7,heuristic,36,80,0.9017361111111112,0.8386808278853849,0.8277777777777778
9,max-cover,32,160,0.671484375,1.5398702406831175,0.4609375
9,budget,32,160,0.912890625,1.555306995502366,0.576953125
9,heuristic,32,160,0.9283203125,1.5641742057503625,0.558984375
8,max-cover,36,80,0.6482638888888889,0.9256054101912684,0.5725694444444442
8,budget,36,80,0.9996527777777776,0.9214759554491851,0.9909722222222224
