round,method,task,worker,fairness-pairwise,avg-quality,avg-utility,turn
7,budget,60,1600,0.8591145833333333,11.509269698473751,0.1256666666666666,84152
7,max-cover,60,1600,0.4732083333333333,11.355843651720765,0.0909791666666666,84152
7,heuristic,60,1600,0.9007708333333332,11.49176670201059,0.1342395833333332,0
8,budget,60,1600,0.8861770833333333,13.304215346478877,0.1302499999999999,83720
8,max-cover,60,1600,0.4336979166666667,13.184701076594669,0.0873125,83720
8,heuristic,60,1600,0.897625,13.296065940113898,0.1356666666666666,0
9,budget,60,1600,0.8534166666666667,8.768007616917275,0.1338541666666665,83382
9,max-cover,60,1600,0.4775,8.451973402555941,0.0884479166666667,83382
9,heuristic,60,1600,0.8567708333333334,8.815259979432154,0.1376145833333332,0
0,budget,80,1600,0.85215625,5.842458767518302,0.1613437500000001,107610
0,max-cover,80,1600,0.490265625,5.867530598973813,0.1143671875,107610
0,heuristic,80,1600,0.6381875,5.852291521457152,0.1419140625,0
1,budget,80,1600,0.883953125,10.18686391463238,0.1666015625,106948
1,max-cover,80,1600,0.4967109374999999,10.268549983879284,0.114765625,106948
1,heuristic,80,1600,0.75525,10.189855721350051,0.15353125,0
2,budget,80,1600,0.8410390624999999,8.484105038814203,0.1641718750000001,107256
2,max-cover,80,1600,0.497359375,8.551202664259016,0.12209375,107256
2,heuristic,80,1600,0.839046875,8.494355946645406,0.1584140625000001,0
3,budget,80,1600,0.878984375,5.193012470272891,0.1611171875000001,107639
3,max-cover,80,1600,0.5145078125,5.355477802067332,0.1183437499999999,107639
3,heuristic,80,1600,0.78640625,5.200023835799255,0.146390625,0
4,budget,80,1600,0.8791171875,6.89715503989027,0.1663984375,106973
4,max-cover,80,1600,0.5315703125,6.898294262078535,0.12684375,106973
4,heuristic,80,1600,0.7946875,6.899081260101831,0.1604374999999999,0
5,budget,80,1600,0.870671875,10.683343238657883,0.1674687500000001,106841
5,max-cover,80,1600,0.5225390624999999,10.826536776438754,0.126109375,106841
5,heuristic,80,1600,0.832046875,10.664682477814534,0.16359375,0
6,budget,80,1600,0.8306953125000001,8.207438127346643,0.1541640625000001,108526
6,max-cover,80,1600,0.5005234375000001,8.17080510073549,0.1192265625,108526
6,heuristic,80,1600,0.8550234375,8.235262015452943,0.1617578125000001,0
7,budget,80,1600,0.8250703125000001,10.6569695336571,0.150609375,108970
7,max-cover,80,1600,0.512921875,10.737419192419582,0.1129453125,108970
7,heuristic,80,1600,0.8189140625,10.676729380730674,0.153203125,0
8,budget,80,1600,0.8575468749999999,8.123988985655817,0.16128125,107623
8,max-cover,80,1600,0.5296093749999999,8.323629361949854,0.120328125,107623
8,heuristic,80,1600,0.7796328125,8.21116059410859,0.1586953125,0
9,budget,80,1600,0.8759140625,6.76989370829042,0.162984375,107403
9,max-cover,80,1600,0.5303359375000001,6.80582370698726,0.117703125,107403
9,heuristic,80,1600,0.797265625,6.786300053610728,0.1493359375,0
0,budget,100,1600,0.87079375,4.911489143915108,0.1984250000000002,128573
0,max-cover,100,1600,0.47164375,4.8094614188719165,0.12605,128573
0,heuristic,100,1600,0.6952625,4.917321405523579,0.1578312500000001,0
1,budget,100,1600,0.85518125,6.447079098408917,0.2090875000000002,126883
1,max-cover,100,1600,0.4796749999999999,6.507894352811142,0.14184375,126883
1,heuristic,100,1600,0.68478125,6.459061906700914,0.1686875,0
2,budget,100,1600,0.8663125,8.319242099653332,0.201175,128138
2,max-cover,100,1600,0.44424375,8.322587695184497,0.1252625,128138
2,heuristic,100,1600,0.6423875,8.321519242216711,0.16221875,0
3,budget,100,1600,0.85899375,6.422168309209077,0.19696875,128804
3,max-cover,100,1600,0.5032687499999999,6.465953454224034,0.1350625,128804
3,heuristic,100,1600,0.6925,6.429263790370609,0.16655625,0
4,budget,100,1600,0.87844375,6.672415010044602,0.1936125,129335
4,max-cover,100,1600,0.46118125,6.841031318825223,0.1325624999999999,129335
4,heuristic,100,1600,0.6936125,6.658216067895449,0.1714625,0
5,budget,100,1600,0.8647812500000001,6.5212674286441175,0.2048625000000001,127553
5,max-cover,100,1600,0.393425,6.591454083646527,0.1305875,127553
5,heuristic,100,1600,0.6739875,6.593866253309821,0.1630625,0
6,budget,100,1600,0.8679125,6.927360036304296,0.1972375000000001,128761
6,max-cover,100,1600,0.42471875,6.956321708840299,0.12499375,128761
6,heuristic,100,1600,0.6497875,6.909654631064387,0.15660625,0
7,budget,100,1600,0.86536875,7.37388982379585,0.1957937500000002,128991
7,max-cover,100,1600,0.4840124999999999,7.379879560483989,0.1368874999999999,128991
7,heuristic,100,1600,0.69445625,7.400846240661954,0.17209375,0
8,budget,100,1600,0.84548125,6.253259853603193,0.1983437500000001,128585
8,max-cover,100,1600,0.458075,6.27581868342906,0.12781875,128585
8,heuristic,100,1600,0.67959375,6.243621262440082,0.1617125,0
9,budget,100,1600,0.8571375,5.997148271631221,0.2019,128022
9,max-cover,100,1600,0.4313875,5.912302669908487,0.13006875,128022
9,heuristic,100,1600,0.6472125,6.011696423515881,0.16543125,0
0,budget,120,1600,0.830265625,5.455240996191203,0.2383333333333335,146623
0,max-cover,120,1600,0.3485520833333333,5.552196375565367,0.1368125,146623
0,heuristic,120,1600,0.577234375,5.452082369151726,0.166640625,0
1,budget,120,1600,0.859515625,5.629052949571773,0.2399843750000002,146310
1,max-cover,120,1600,0.4097083333333333,5.69836374212218,0.1487135416666665,146310
1,heuristic,120,1600,0.6384947916666667,5.637071919811006,0.1871406250000001,0
2,budget,120,1600,0.846046875,5.205190847116245,0.2392343750000001,146452
2,max-cover,120,1600,0.3573645833333333,5.480289408212472,0.1330052083333332,146452
2,heuristic,120,1600,0.5433697916666667,5.238377377569887,0.1659427083333333,0
3,budget,120,1600,0.8695260416666667,4.93725120387652,0.2400989583333334,146289
3,max-cover,120,1600,0.409203125,4.949617283349747,0.1493749999999999,146289
3,heuristic,120,1600,0.61415625,4.96171917682319,0.1807604166666666,0
4,budget,120,1600,0.8532916666666667,6.941726578195542,0.2362656250000002,147017
4,max-cover,120,1600,0.3635729166666667,6.969592564656218,0.134265625,147017
4,heuristic,120,1600,0.5800104166666666,6.939882380748287,0.1700052083333333,0
5,budget,120,1600,0.8819166666666667,4.705646721793661,0.2457187500000001,145217
5,max-cover,120,1600,0.3591666666666666,4.726402245424926,0.1442239583333333,145217
5,heuristic,120,1600,0.5792447916666666,4.715703848855963,0.1767604166666666,0
6,budget,120,1600,0.8494635416666667,6.672531440007719,0.235046875,147249
6,max-cover,120,1600,0.3481145833333333,6.724115814402167,0.1356718749999999,147249
6,heuristic,120,1600,0.5405052083333333,6.668126264954915,0.1691354166666666,0
7,budget,120,1600,0.8771041666666667,5.408195645396437,0.2508072916666668,144248
7,max-cover,120,1600,0.3461666666666666,5.463674384726728,0.1331614583333333,144248
7,heuristic,120,1600,0.5377864583333334,5.412186674889182,0.168203125,0
8,budget,120,1600,0.8779375,4.659418549587327,0.2413489583333335,146051
8,max-cover,120,1600,0.307,4.658094243552286,0.127875,146051
8,heuristic,120,1600,0.5418958333333334,4.658726163466854,0.1614010416666666,0
9,budget,120,1600,0.9097604166666666,4.9312932275337005,0.2472031250000002,144936
9,max-cover,120,1600,0.3212812499999999,4.967843529437665,0.1313281249999998,144936
9,heuristic,120,1600,0.5396145833333333,4.93415937853639,0.1654999999999999,0
0,budget,140,1600,0.9053660714285714,4.769549565866698,0.2726071428571426,163374
0,max-cover,140,1600,0.2910044642857142,4.813224139491046,0.1267991071428571,163374
0,heuristic,140,1600,0.510875,4.768191847870157,0.1680357142857142,0
1,budget,140,1600,0.8920401785714286,5.381077683024106,0.2883080357142853,159882
1,max-cover,140,1600,0.3131428571428571,5.390343344631421,0.1324062499999999,159882
1,heuristic,140,1600,0.4938883928571428,5.382173919241974,0.1640312499999998,0
2,budget,140,1600,0.8889464285714286,4.6135820685452815,0.2808883928571426,161533
2,max-cover,140,1600,0.3782455357142857,4.615375410763728,0.1544151785714284,161533
2,heuristic,140,1600,0.5812142857142857,4.620092942499133,0.1925580357142856,0
3,budget,140,1600,0.9072098214285714,4.088808894275222,0.2829330357142856,161078
3,max-cover,140,1600,0.2927589285714286,4.101782151721678,0.1340357142857142,161078
3,heuristic,140,1600,0.5089375,4.094475132559819,0.1668437499999998,0
4,budget,140,1600,0.9006339285714285,3.5331337155580727,0.2833392857142854,160987
4,max-cover,140,1600,0.3182723214285714,3.5469103718412223,0.1385669642857142,160987
4,heuristic,140,1600,0.5266026785714286,3.547556713756163,0.1759419642857142,0
5,budget,140,1600,0.8698883928571428,4.610307670948667,0.272660714285714,163364
5,max-cover,140,1600,0.3461875,4.570848891369219,0.147830357142857,163364
5,heuristic,140,1600,0.5493482142857142,4.606585972999065,0.1836160714285713,0
6,budget,140,1600,0.8817767857142857,4.195780218571757,0.2793928571428569,161865
6,max-cover,140,1600,0.2965,4.261478892755637,0.1405223214285714,161865
6,heuristic,140,1600,0.4933482142857143,4.210821760890335,0.1741741071428571,0
0,budget,20,1200,0.91225,27.228452100195888,0.0604166666666666,22636
0,max-cover,20,1200,0.5760000000000001,25.304647595191494,0.0462083333333333,22636
0,heuristic,20,1200,0.951125,27.1749174684916,0.0684583333333333,0
1,budget,20,1200,0.9097083333333332,12.26411024868008,0.054375,22776
1,max-cover,20,1200,0.6347499999999999,11.493436552595217,0.045,22776
1,heuristic,20,1200,0.9950416666666668,12.50422248315158,0.0608333333333333,0
2,budget,20,1200,0.949625,27.447366996820527,0.0559999999999999,22735
2,max-cover,20,1200,0.5700000000000001,26.97289454963764,0.0436666666666666,22735
2,heuristic,20,1200,0.9954583333333332,27.6627835274944,0.0580833333333333,0
3,budget,20,1200,0.8670833333333333,23.15004314713483,0.0575416666666666,22697
3,max-cover,20,1200,0.65625,22.466225892468067,0.0475833333333333,22697
3,heuristic,20,1200,0.99625,23.60838690440044,0.062875,0
4,budget,20,1200,0.91375,30.036304234643985,0.0603333333333333,22640
4,max-cover,20,1200,0.5389583333333333,28.03910317920502,0.0428333333333333,22640
4,heuristic,20,1200,0.9947916666666666,30.25613802824125,0.0632083333333333,0
5,budget,20,1200,0.9647083333333332,21.311818499881696,0.059625,22651
5,max-cover,20,1200,0.673,20.65013058879444,0.05175,22651
5,heuristic,20,1200,0.9915416666666668,21.737537138849387,0.0627083333333333,0
6,budget,20,1200,0.89825,22.036526293376674,0.0605416666666666,22636
6,max-cover,20,1200,0.7867500000000001,20.97868385795733,0.0534583333333333,22636
6,heuristic,20,1200,0.990625,22.28741991668267,0.0630833333333333,0
7,budget,20,1200,0.8762916666666667,25.379186704391365,0.055,22761
7,max-cover,20,1200,0.6108333333333333,24.63493406130672,0.045625,22761
7,heuristic,20,1200,0.9838333333333332,25.429884806313616,0.057875,0
8,budget,20,1200,0.8742083333333334,20.77146487516468,0.060625,22631
8,max-cover,20,1200,0.5938749999999999,19.27879315844847,0.04925,22631
8,heuristic,20,1200,0.9700416666666668,21.07432111249758,0.0622083333333333,0
9,budget,20,1200,0.8806666666666667,26.750394999204783,0.057,22714
9,max-cover,20,1200,0.7207916666666667,24.878251028594928,0.0485833333333333,22714
9,heuristic,20,1200,0.8459166666666667,26.847323992676703,0.0565416666666666,0
0,budget,40,1200,0.8575833333333334,10.81151730174431,0.1109999999999999,42827
0,max-cover,40,1200,0.5654583333333334,10.500064445704265,0.0893124999999999,42827
0,heuristic,40,1200,0.9166666666666666,10.806500057879946,0.1243749999999999,0
1,budget,40,1200,0.871875,13.591093088496349,0.1107499999999999,42827
1,max-cover,40,1200,0.4863541666666666,13.261672035277726,0.0801041666666666,42827
1,heuristic,40,1200,0.8725625,13.599815452673624,0.1170416666666666,0
2,budget,40,1200,0.8871458333333333,11.811306644697346,0.1135416666666666,42703
2,max-cover,40,1200,0.5400833333333334,11.821876044988851,0.0826041666666666,42703
2,heuristic,40,1200,0.9103958333333332,11.80946303727058,0.1218333333333333,0
3,budget,40,1200,0.8857291666666667,9.542150521211582,0.1184583333333333,42473
3,max-cover,40,1200,0.5851875,9.07170204857285,0.0851874999999999,42473
3,heuristic,40,1200,0.8745208333333333,9.528431387375402,0.1141249999999999,0
4,budget,40,1200,0.914625,8.216498945042096,0.1134791666666666,42703
4,max-cover,40,1200,0.6198125,8.497894798088836,0.0879999999999999,42703
4,heuristic,40,1200,0.897125,8.237556219789084,0.1160833333333333,0
5,budget,40,1200,0.8872708333333333,7.3294847399876675,0.1224999999999999,42284
5,max-cover,40,1200,0.5128125,7.036100346865903,0.0900208333333333,42284
5,heuristic,40,1200,0.9329166666666666,7.412661850829002,0.1289583333333332,0
6,budget,40,1200,0.8555625,11.826670747437086,0.1078333333333333,42967
6,max-cover,40,1200,0.57525,11.553149020587218,0.0831041666666666,42967
6,heuristic,40,1200,0.8689166666666667,11.88200218865572,0.1131041666666666,0
7,budget,40,1200,0.8797083333333333,16.42811777200405,0.1137291666666666,42697
7,max-cover,40,1200,0.5235208333333333,16.294528751000904,0.0819166666666666,42697
7,heuristic,40,1200,0.9249166666666666,16.502078057656213,0.1222083333333332,0
8,budget,40,1200,0.8434166666666667,15.401998509015446,0.1158958333333333,42591
8,max-cover,40,1200,0.5760624999999999,15.16203082410002,0.0889791666666666,42591
8,heuristic,40,1200,0.9105833333333332,15.409475938316056,0.1189166666666666,0
9,budget,40,1200,0.8858333333333334,11.962074227285209,0.1116458333333333,42792
9,max-cover,40,1200,0.6821041666666667,11.90995463943027,0.0844791666666666,42792
9,heuristic,40,1200,0.9155625,11.890423036165268,0.1182083333333332,0
0,budget,60,1200,0.8849027777777778,8.249342489655104,0.1648472222222221,60334
0,max-cover,60,1200,0.503375,8.36877911866782,0.1137222222222222,60334
0,heuristic,60,1200,0.80525,8.265299204201058,0.1567916666666665,0
1,budget,60,1200,0.8550694444444444,8.289065852744795,0.168972222222222,60041
1,max-cover,60,1200,0.4911527777777777,8.282629624089127,0.1136666666666667,60041
1,heuristic,60,1200,0.7886111111111112,8.282341930843742,0.1630555555555553,0
2,budget,60,1200,0.8695833333333334,5.289874423571876,0.1595555555555554,60707
2,max-cover,60,1200,0.516375,5.388302154554257,0.1191944444444444,60707
2,heuristic,60,1200,0.8046111111111112,5.311482541319813,0.1529999999999999,0
3,budget,60,1200,0.8993888888888889,9.15623528691646,0.1676388888888887,60135
3,max-cover,60,1200,0.50525,9.302402344817157,0.1130694444444445,60135
3,heuristic,60,1200,0.7726666666666666,9.09820109423246,0.152236111111111,0
4,budget,60,1200,0.8664305555555556,6.436421541471527,0.1538055555555554,61117
4,max-cover,60,1200,0.4484027777777778,6.427053882045198,0.109625,61117
4,heuristic,60,1200,0.8077777777777778,6.468019362671367,0.1450694444444444,0
5,budget,60,1200,0.8464722222222222,7.606985200940114,0.1553472222222221,61008
5,max-cover,60,1200,0.498,7.8177457267967165,0.1115138888888889,61008
5,heuristic,60,1200,0.826375,7.600121221335811,0.1571388888888888,0
6,budget,60,1200,0.8617777777777778,7.175240818974879,0.1627638888888888,60480
6,max-cover,60,1200,0.4659305555555555,7.184587697583512,0.1139444444444444,60480
6,heuristic,60,1200,0.7385833333333334,7.178656241925176,0.1471388888888888,0
7,budget,60,1200,0.8943888888888889,9.234366153043352,0.1600833333333332,60674
7,max-cover,60,1200,0.5743472222222222,9.033777292926503,0.1196388888888889,60674
7,heuristic,60,1200,0.8475138888888889,9.234959575178111,0.165486111111111,0
8,budget,60,1200,0.8855416666666667,9.56657866254221,0.1623888888888888,60509
8,max-cover,60,1200,0.5507916666666667,9.76726919876706,0.11275,60509
8,heuristic,60,1200,0.8174166666666667,9.535659883533178,0.1521944444444443,0
9,budget,60,1200,0.8602777777777778,8.054203504895828,0.1616388888888888,60564
9,max-cover,60,1200,0.4408194444444444,7.964932052763413,0.1090277777777778,60564
9,heuristic,60,1200,0.7807222222222222,8.069551399004439,0.1602638888888888,0
0,budget,80,1200,0.8389479166666667,5.145541096211353,0.20196875,76856
0,max-cover,80,1200,0.4455208333333333,5.113041670944092,0.1387708333333333,76856
0,heuristic,80,1200,0.6905833333333333,5.153990353847986,0.17640625,0
1,budget,80,1200,0.8971458333333333,7.07752584644237,0.2128333333333335,75827
1,max-cover,80,1200,0.4270416666666666,7.149797099592608,0.1383541666666667,75827
1,heuristic,80,1200,0.70840625,7.081059661022283,0.1763125,0
2,budget,80,1200,0.86671875,4.5216395441301085,0.2105312500000001,76044
2,max-cover,80,1200,0.41240625,4.5713581503259615,0.1274895833333333,76044
2,heuristic,80,1200,0.6210208333333334,4.527950033445969,0.1620729166666666,0
3,budget,80,1200,0.8518020833333333,6.985942064487841,0.2179270833333333,75344
3,max-cover,80,1200,0.4336562499999999,6.871527028905954,0.1347083333333333,75344
3,heuristic,80,1200,0.6433854166666666,6.978376904894837,0.1706875,0
4,budget,80,1200,0.8770729166666666,6.065566958141528,0.21146875,75956
4,max-cover,80,1200,0.3277708333333333,6.094420470218668,0.1132499999999999,75956
4,heuristic,80,1200,0.5631041666666667,6.068662326884722,0.14796875,0
5,budget,80,1200,0.8433854166666667,6.60525589506266,0.2157916666666667,75546
5,max-cover,80,1200,0.4584375,6.7415876814726685,0.1357291666666666,75546
5,heuristic,80,1200,0.6365937500000001,6.599697131860185,0.1706875,0
6,budget,80,1200,0.8761770833333333,6.807632097450245,0.1994583333333334,77096
6,max-cover,80,1200,0.3607916666666666,6.825526137832918,0.1198958333333333,77096
6,heuristic,80,1200,0.6691041666666666,6.820674379902241,0.1558020833333333,0
7,budget,80,1200,0.8591666666666666,6.783064244106386,0.2102083333333333,76075
7,max-cover,80,1200,0.42021875,6.725915668408439,0.1416562499999999,76075
7,heuristic,80,1200,0.6851458333333333,6.788106410845295,0.1783958333333334,0
8,budget,80,1200,0.8777916666666666,4.464834151925999,0.2105729166666667,76040
8,max-cover,80,1200,0.4307395833333333,4.467444923373124,0.1285,76040
8,heuristic,80,1200,0.6326666666666667,4.463007973391738,0.1534583333333334,0
9,budget,80,1200,0.88125,3.438371502745143,0.20990625,76102
9,max-cover,80,1200,0.4428020833333334,3.4136332448638287,0.1335416666666666,76102
9,heuristic,80,1200,0.6523020833333333,3.438371502745143,0.1659166666666666,0
0,budget,100,1200,0.8842583333333334,4.595891319516267,0.2654333333333335,88469
0,max-cover,100,1200,0.35955,4.635616605161891,0.1501583333333332,88469
0,heuristic,100,1200,0.566175,4.594021783687242,0.1843916666666667,0
1,budget,100,1200,0.897925,4.800546349445084,0.2820333333333334,86497
1,max-cover,100,1200,0.3147999999999999,4.910123299143516,0.143275,86497
1,heuristic,100,1200,0.5496166666666666,4.815061799128377,0.17995,0
2,budget,100,1200,0.885275,4.810785050056322,0.2634500000000002,88705
2,max-cover,100,1200,0.3087166666666666,4.814025826101771,0.132075,88705
2,heuristic,100,1200,0.5378833333333333,4.806086740274747,0.1682833333333333,0
3,budget,100,1200,0.8553,5.8671670134143845,0.2658083333333334,88424
3,max-cover,100,1200,0.359,5.829125757889033,0.1398583333333333,88424
3,heuristic,100,1200,0.5443333333333333,5.86470456268076,0.1806999999999999,0
4,budget,100,1200,0.8651583333333334,4.394181769852424,0.2604833333333335,89056
4,max-cover,100,1200,0.3455416666666666,4.362948241882204,0.1443249999999999,89056
4,heuristic,100,1200,0.5454416666666666,4.4021353271836565,0.1810833333333333,0
5,budget,100,1200,0.8645666666666667,3.398513423995829,0.2652500000000001,88490
5,max-cover,100,1200,0.3453333333333334,3.4381747045707205,0.147,88490
5,heuristic,100,1200,0.5401750000000001,3.4076387199498974,0.1776249999999999,0
6,budget,100,1200,0.8914583333333334,3.8983273524136672,0.2742000000000002,87427
6,max-cover,100,1200,0.31865,3.922469225005733,0.1369333333333332,87427
6,heuristic,100,1200,0.5239333333333334,3.8946350803585528,0.1818666666666666,0
7,budget,100,1200,0.8373416666666667,3.46430786757043,0.2573916666666667,89423
7,max-cover,100,1200,0.351275,3.452224945287329,0.1393166666666666,89423
7,heuristic,100,1200,0.5466333333333333,3.468362879127437,0.1761416666666666,0
8,budget,100,1200,0.866775,7.4622891219136065,0.2611166666666668,88982
8,max-cover,100,1200,0.3702333333333333,7.477159503284938,0.1483333333333332,88982
8,heuristic,100,1200,0.569275,7.45428428934124,0.1874166666666667,0
9,budget,100,1200,0.8900916666666667,3.911705913023496,0.2687583333333335,88073
9,max-cover,100,1200,0.3232166666666667,3.8727539294512585,0.1404333333333333,88073
9,heuristic,100,1200,0.5522583333333333,3.9226514834508497,0.1752833333333333,0
0,budget,120,1200,0.9197638888888888,4.487343225599899,0.3304027777777779,96820
0,max-cover,120,1200,0.2568819444444444,4.505479999104519,0.1389652777777777,96820
0,heuristic,120,1200,0.4144375,4.489241987405271,0.1769027777777777,0
1,budget,120,1200,0.9009722222222222,3.83076500902642,0.3168750000000001,98753
1,max-cover,120,1200,0.2753124999999999,3.8356177200354806,0.1438055555555555,98753
1,heuristic,120,1200,0.4843611111111111,3.837303386777243,0.1894513888888889,0
2,budget,120,1200,0.9033263888888888,3.0796452621862747,0.3318541666666668,96613
2,max-cover,120,1200,0.2717638888888889,3.1155951779188125,0.1339166666666666,96613
2,heuristic,120,1200,0.4740277777777778,3.0837469525232484,0.1740347222222222,0
3,budget,120,1200,0.9163958333333332,4.097262375068129,0.3231597222222224,97855
3,max-cover,120,1200,0.3267916666666667,4.116834449141829,0.1478888888888889,97855
3,heuristic,120,1200,0.5310694444444444,4.103824954133743,0.195173611111111,0
4,budget,120,1200,0.8994513888888889,3.529329842677067,0.3309236111111112,96746
4,max-cover,120,1200,0.2430694444444444,3.608125879364121,0.1328888888888888,96746
4,heuristic,120,1200,0.4320416666666666,3.5556757462071173,0.1739583333333333,0
5,budget,120,1200,0.9056805555555556,3.4693141562424867,0.3198125000000001,98333
5,max-cover,120,1200,0.2707083333333333,3.427562902988267,0.1508472222222221,98333
5,heuristic,120,1200,0.4937013888888889,3.4658822484136564,0.1907499999999999,0
6,budget,120,1200,0.9181736111111112,3.8531553879887,0.3332847222222224,96409
6,max-cover,120,1200,0.2408958333333333,3.864301527958955,0.1264444444444444,96409
6,heuristic,120,1200,0.4123680555555555,3.858989204310409,0.1681388888888888,0
7,budget,120,1200,0.9082430555555556,4.937202900901072,0.3318958333333335,96608
7,max-cover,120,1200,0.2682708333333333,4.940422774947939,0.1375625,96608
7,heuristic,120,1200,0.4450347222222222,4.938224685674828,0.1773472222222221,0
8,budget,120,1200,0.8958125,3.499563628210816,0.3169583333333335,98740
8,max-cover,120,1200,0.2685625,3.521413603133152,0.1471944444444443,98740
8,heuristic,120,1200,0.4792083333333333,3.506846431913039,0.1876249999999999,0
9,budget,120,1200,0.9052847222222222,4.957396297337975,0.3430347222222223,95017
9,max-cover,120,1200,0.2817291666666667,4.99309917479524,0.1385208333333333,95017
9,heuristic,120,1200,0.4642777777777778,4.964011975475316,0.1825277777777777,0
0,budget,140,1200,0.9086607142857144,2.552269092552479,0.3818452380952379,104310
0,max-cover,140,1200,0.2127797619047619,2.5488034051190085,0.1359880952380952,104310
0,heuristic,140,1200,0.4048035714285714,2.5482851979152854,0.1794583333333332,0
1,budget,140,1200,0.9019285714285714,3.651047463092513,0.3871249999999996,103432
1,max-cover,140,1200,0.2817619047619047,3.7446674055445297,0.160440476190476,103432
1,heuristic,140,1200,0.4934761904761905,3.6473834451064646,0.2060297619047618,0
2,budget,140,1200,0.9140178571428572,3.201985870547624,0.3873452380952378,103392
2,max-cover,140,1200,0.2308988095238094,3.187905490074696,0.1547559523809523,103392
2,heuristic,140,1200,0.4116547619047619,3.198354450023897,0.1953571428571428,0
3,budget,140,1200,0.9047142857142856,3.3385972939892503,0.3909702380952378,102789
3,max-cover,140,1200,0.2063273809523809,3.343361646319467,0.1290238095238094,102789
3,heuristic,140,1200,0.3719047619047619,3.3458161941608022,0.1706309523809522,0
4,budget,140,1200,0.934327380952381,3.139692272689134,0.3879642857142855,103290
4,max-cover,140,1200,0.2475357142857143,3.411791161804772,0.1401845238095238,103290
4,heuristic,140,1200,0.4172083333333333,3.1457759757278785,0.1859107142857142,0
5,budget,140,1200,0.9202321428571428,4.106461416419928,0.3843392857142854,103894
5,max-cover,140,1200,0.2331309523809523,4.133898932786602,0.1354702380952381,103894
5,heuristic,140,1200,0.4238095238095238,4.106914969349746,0.1842559523809523,0
6,budget,140,1200,0.9200714285714284,4.066992876421876,0.3861190476190472,103597
6,max-cover,140,1200,0.2507261904761905,4.08554806292088,0.1458988095238095,103597
6,heuristic,140,1200,0.4598035714285714,4.072534857891384,0.1951726190476189,0
7,budget,140,1200,0.9042440476190476,4.701666406515785,0.3702440476190473,106245
7,max-cover,140,1200,0.2547142857142856,4.732649643534376,0.1431428571428571,106245
7,heuristic,140,1200,0.4294285714285714,4.709550068234069,0.1931666666666666,0
8,budget,140,1200,0.9000357142857143,4.258836414759119,0.3818095238095235,104316
8,max-cover,140,1200,0.2144404761904762,4.283482200631638,0.1440714285714285,104316
8,heuristic,140,1200,0.4406309523809524,4.249495670828137,0.1979523809523808,0
9,budget,140,1200,0.9298392857142858,3.838487315599429,0.3861488095238092,103594
9,max-cover,140,1200,0.2757619047619047,3.85849096614573,0.153095238095238,103594
9,heuristic,140,1200,0.4526666666666666,3.840647150474208,0.1965654761904759,0
0,budget,160,1200,0.9344479166666668,4.527095484715721,0.4492031249999995,106295
0,max-cover,160,1200,0.2785677083333333,4.698414943786071,0.1631197916666667,106295
0,heuristic,160,1200,0.4474218749999999,4.5297753149951605,0.207859375,0
1,budget,160,1200,0.9479114583333332,2.401285238939428,0.4510312499999996,105945
1,max-cover,160,1200,0.2088072916666666,2.421472150913647,0.142,105945
1,heuristic,160,1200,0.3968489583333333,2.404079726536359,0.1922239583333335,0
2,budget,160,1200,0.94209375,2.852589635318542,0.451463541666666,105863
2,max-cover,160,1200,0.2148697916666666,2.8764450110533,0.1484479166666667,105863
2,heuristic,160,1200,0.4258385416666667,2.853369544978849,0.2025364583333334,0
3,budget,160,1200,0.9417604166666668,2.836634989357891,0.4339114583333329,109211
3,max-cover,160,1200,0.255328125,2.8571742030356417,0.1531979166666667,109211
3,heuristic,160,1200,0.4192552083333333,2.840004690538268,0.2020416666666667,0
4,budget,160,1200,0.9225364583333332,1.8750668986690653,0.4417864583333328,107709
4,max-cover,160,1200,0.2277656249999999,1.8785846225804583,0.1425156250000001,107709
4,heuristic,160,1200,0.3857083333333333,1.879356115920718,0.1919062500000001,0
5,budget,160,1200,0.9424322916666666,2.002684292830282,0.4408489583333327,107888
5,max-cover,160,1200,0.2003541666666667,1.9914953671112428,0.134375,107888
5,heuristic,160,1200,0.3924062499999999,2.0079768331860013,0.1828177083333334,0
6,budget,160,1200,0.949046875,2.244698906574225,0.4559114583333327,105014
6,max-cover,160,1200,0.2042135416666667,2.266343381420582,0.1298802083333333,105014
6,heuristic,160,1200,0.3877395833333333,2.2537963013158624,0.183375,0
7,budget,160,1200,0.9509791666666668,2.175017401540807,0.4600468749999995,104225
7,max-cover,160,1200,0.2250052083333333,2.1739081581535205,0.1557604166666668,104225
7,heuristic,160,1200,0.4099427083333333,2.180341030969634,0.2047916666666667,0
8,budget,160,1200,0.9354427083333332,2.137140628716228,0.4460989583333327,106886
8,max-cover,160,1200,0.2416666666666667,2.14281651371889,0.1434062500000001,106886
8,heuristic,160,1200,0.4141302083333333,2.145923763174428,0.1890364583333334,0
9,budget,160,1200,0.9344895833333332,2.546821117953649,0.4505937499999995,106030
9,max-cover,160,1200,0.2092864583333333,2.560944492066125,0.141265625,106030
9,heuristic,160,1200,0.3841666666666666,2.552637747804637,0.1899114583333334,0
0,budget,180,1200,0.9495925925925924,2.17403984907002,0.5074675925925929,107000
0,max-cover,180,1200,0.1780046296296296,2.1686785123687,0.1247546296296296,107000
0,heuristic,180,1200,0.3378518518518518,2.165248331138634,0.1770462962962962,0
1,budget,180,1200,0.947425925925926,2.9293811535917964,0.5140231481481484,105590
