round,method,task,worker,fairness-pairwise,avg-quality,avg-utility,turn
8,budget,80,800,0.90496875,3.882935912955928,0.3220000000000001,43651
8,max-cover,80,800,0.271484375,3.9614267106910113,0.1437656249999999,43651
8,heuristic,80,800,0.506734375,3.877443432932342,0.2002812499999999,0
9,budget,80,800,0.862625,3.3329276186568544,0.3199843750000001,43780
9,max-cover,80,800,0.22246875,3.284655281842747,0.1256874999999999,43780
9,heuristic,80,800,0.403921875,3.317835805763695,0.1760312499999999,0
0,budget,100,800,0.9237,3.9797917866278896,0.4225625000000004,46536
0,max-cover,100,800,0.2780125,4.00906081645557,0.1581874999999999,46536
0,heuristic,100,800,0.4554749999999999,3.982384615234151,0.2107749999999999,0
1,budget,100,800,0.9185,4.930709863038456,0.4313750000000003,45838
1,max-cover,100,800,0.21065,4.950141492969384,0.1346499999999999,45838
1,heuristic,100,800,0.3913,4.933255406300541,0.1763874999999999,0
2,budget,100,800,0.9325,3.949470387263078,0.4243125000000002,46397
2,max-cover,100,800,0.2351875,3.941705597848283,0.1365374999999999,46397
2,heuristic,100,800,0.4118625,3.952950695204278,0.1884625,0
3,budget,100,800,0.9508875,3.200936908142304,0.4238250000000003,46436
3,max-cover,100,800,0.232975,3.207574504451455,0.143725,46436
3,heuristic,100,800,0.4149125,3.1946499972670885,0.193125,0
4,budget,100,800,0.936475,3.4196761936980686,0.4247125000000003,46366
4,max-cover,100,800,0.2155,3.645340365442413,0.1352874999999999,46366
4,heuristic,100,800,0.4003624999999999,3.426884015747498,0.189725,0
5,budget,100,800,0.90585,3.651879988082471,0.4022625000000002,48143
5,max-cover,100,800,0.2926375,3.6417236191108624,0.1587874999999999,48143
5,heuristic,100,800,0.4496875,3.637325341968028,0.2154625,0
6,budget,100,800,0.935025,2.965872373451204,0.4225500000000003,46536
6,max-cover,100,800,0.2466749999999999,2.995932910884185,0.1409625,46536
6,heuristic,100,800,0.4397375,2.9657835838296767,0.192575,0
7,budget,100,800,0.90515,4.440268468853537,0.4130000000000004,47292
7,max-cover,100,800,0.2317749999999999,4.441336229770752,0.1497624999999999,47292
7,heuristic,100,800,0.4687,4.445306902554792,0.2082374999999999,0
8,budget,100,800,0.9373125,3.125215302050445,0.4315500000000003,45823
8,max-cover,100,800,0.1916999999999999,3.12687268024584,0.1316,45823
8,heuristic,100,800,0.3833999999999999,3.132366187833152,0.1859374999999999,0
9,budget,100,800,0.9437875,3.161729168236316,0.4153,47110
9,max-cover,100,800,0.2522875,3.1785230153965336,0.1447,47110
9,heuristic,100,800,0.4113375,3.163683703083837,0.1923374999999999,0
0,budget,120,800,0.95975,2.259062128781252,0.5052708333333338,47900
0,max-cover,120,800,0.2285833333333333,2.285632965041501,0.1468749999999999,47900
0,heuristic,120,800,0.3898020833333333,2.2629400354355096,0.1976562499999999,0
1,budget,120,800,0.9517708333333332,3.4932503882449093,0.5104062500000004,47412
1,max-cover,120,800,0.2124166666666667,3.5087058885583136,0.1532083333333332,47412
1,heuristic,120,800,0.409375,3.4930262551636995,0.214125,0
2,budget,120,800,0.9522083333333332,2.430543899957121,0.5082604166666669,47616
2,max-cover,120,800,0.1843854166666666,2.4473550660428978,0.1440520833333333,47616
2,heuristic,120,800,0.3829479166666667,2.430519667597738,0.2050312499999999,0
3,budget,120,800,0.9333541666666668,4.618623295337272,0.4924583333333336,49120
3,max-cover,120,800,0.1936770833333333,4.646950165210719,0.1423124999999999,49120
3,heuristic,120,800,0.4175208333333333,4.614832565119062,0.2054166666666665,0
4,budget,120,800,0.9526458333333332,4.596973389124132,0.5238645833333336,46131
4,max-cover,120,800,0.2097916666666667,4.583724884818696,0.1505104166666666,46131
4,heuristic,120,800,0.3821979166666667,4.613885480854689,0.2055104166666666,0
5,budget,120,800,0.941,2.8443851416947674,0.502072916666667,48205
5,max-cover,120,800,0.2246145833333332,2.848649768664345,0.1540520833333332,48205
5,heuristic,120,800,0.4332708333333334,2.8455368781434034,0.2159479166666666,0
6,budget,120,800,0.9604270833333334,2.0135519167823364,0.519322916666667,46563
6,max-cover,120,800,0.1978541666666666,2.045140600090825,0.1454791666666665,46563
6,heuristic,120,800,0.4139166666666667,2.016955855149426,0.2144791666666666,0
7,budget,120,800,0.95784375,1.585604333095351,0.529229166666667,45620
7,max-cover,120,800,0.1835624999999999,1.6159909441119815,0.1342291666666666,45620
7,heuristic,120,800,0.3667604166666667,1.5882506600641402,0.1960312499999998,0
8,budget,120,800,0.9375833333333332,2.4322160171156084,0.5062812500000003,47804
8,max-cover,120,800,0.1943645833333332,2.4453629130449688,0.1374583333333333,47804
8,heuristic,120,800,0.3840208333333333,2.444886730947672,0.2010104166666667,0
9,budget,120,800,0.9407395833333332,2.8877039944255327,0.5109270833333337,47363
9,max-cover,120,800,0.23521875,2.869346893242088,0.1708333333333332,47363
9,heuristic,120,800,0.4156458333333334,2.893622414452544,0.2263749999999999,0
0,budget,140,800,0.9638482142857144,1.5946702912706143,0.5787589285714284,47644
0,max-cover,140,800,0.1831874999999999,1.592411647479107,0.1366339285714286,47644
0,heuristic,140,800,0.3591428571428571,1.5946591051606662,0.1996071428571428,0
1,budget,140,800,0.9576607142857144,2.554728920220356,0.6072499999999995,44478
1,max-cover,140,800,0.2001874999999999,2.574782336944303,0.1521071428571428,44478
1,heuristic,140,800,0.3843928571428571,2.5602858769320176,0.2186696428571427,0
2,budget,140,800,0.96275,2.779666859343014,0.6147142857142851,43648
2,max-cover,140,800,0.1821874999999999,2.7929472227000787,0.1462857142857143,43648
2,heuristic,140,800,0.3534553571428571,2.784613052504481,0.2112142857142857,0
3,budget,140,800,0.9659375,2.608813046315756,0.610946428571428,44067
3,max-cover,140,800,0.1926160714285714,2.725590148072288,0.1480892857142857,44067
3,heuristic,140,800,0.3556964285714286,2.6181971374790027,0.2089374999999999,0
4,budget,140,800,0.9692767857142855,2.5171266535940986,0.6002499999999996,45255
4,max-cover,140,800,0.2017857142857142,2.524937935189802,0.1501607142857143,45255
4,heuristic,140,800,0.3949553571428571,2.519054512310072,0.2176071428571428,0
5,budget,140,800,0.9740714285714286,2.0764839388939684,0.6053392857142852,44690
5,max-cover,140,800,0.1866875,2.086197646016328,0.1273928571428571,44690
5,heuristic,140,800,0.3485892857142857,2.076494912069552,0.1915089285714285,0
6,budget,140,800,0.9709375,1.7861237555860818,0.6067053571428567,44538
6,max-cover,140,800,0.1842767857142857,1.791925320237746,0.1456071428571428,44538
6,heuristic,140,800,0.3461517857142857,1.7869988598465003,0.2062410714285713,0
7,budget,140,800,0.9592946428571428,2.208372605233192,0.5883392857142852,46580
7,max-cover,140,800,0.2229999999999999,2.2041612617271964,0.1580625,46580
7,heuristic,140,800,0.3922410714285714,2.208356995953749,0.2200892857142856,0
8,budget,140,800,0.9670982142857144,1.9931109492475367,0.6119999999999999,43949
8,max-cover,140,800,0.2086339285714286,2.0005497352500905,0.1478928571428571,43949
8,heuristic,140,800,0.3873928571428571,1.995415257894941,0.2207589285714285,0
9,budget,140,800,0.9754464285714286,2.1262937805324094,0.6172767857142851,43362
9,max-cover,140,800,0.1990535714285713,2.129377164560957,0.1505625,43362
9,heuristic,140,800,0.3485178571428571,2.125775848246924,0.2098660714285714,0
0,budget,160,800,0.9803828125,1.8859825917956696,0.7004374999999989,38908
0,max-cover,160,800,0.1776171875,1.911158406892876,0.1466875,38908
0,heuristic,160,800,0.3379062499999999,1.8863027576527505,0.2134765625000001,0
1,budget,160,800,0.9756484375,2.113164053762454,0.6734296874999992,42344
1,max-cover,160,800,0.2149765624999999,2.13141378682547,0.1653984375,42344
1,heuristic,160,800,0.4149453125,2.113379206982225,0.2448828125000001,0
2,budget,160,800,0.9744375,1.6770801915956557,0.6933046874999994,39816
2,max-cover,160,800,0.1801171875,1.6915716565521273,0.1471875,39816
2,heuristic,160,800,0.35609375,1.679059196024005,0.21953125,0
3,budget,160,800,0.9863046875,1.307184779843784,0.7018046874999991,38734
3,max-cover,160,800,0.1443359374999999,1.3099954478486495,0.1135703125,38734
3,heuristic,160,800,0.3009921875,1.3057907709429617,0.180078125,0
4,budget,160,800,0.9757109375,2.128621690744517,0.6763828124999991,41969
4,max-cover,160,800,0.2080390625,2.1284580266463093,0.154,41969
4,heuristic,160,800,0.373890625,2.1355413767095746,0.2306796875000001,0
5,budget,160,800,0.9740390625,2.1030352043764937,0.6839687499999993,41004
5,max-cover,160,800,0.18834375,2.102107806928491,0.1503671875,41004
5,heuristic,160,800,0.3451328125,2.103979187499041,0.2190234375,0
6,budget,160,800,0.9752421875,2.504483316497347,0.7085312499999992,37880
6,max-cover,160,800,0.188203125,2.4923108779884355,0.150453125,37880
6,heuristic,160,800,0.3752890625,2.5015092234692142,0.2245703125000001,0
7,budget,160,800,0.9762265625,2.728765760982533,0.6849765624999989,40875
7,max-cover,160,800,0.197015625,2.734998736217289,0.16059375,40875
7,heuristic,160,800,0.3632578125,2.7326526977959267,0.228921875,0
8,budget,160,800,0.9741875,1.4780605712502584,0.6843984374999994,40948
8,max-cover,160,800,0.1885234375,1.5041884818686062,0.149421875,40948
8,heuristic,160,800,0.3416875,1.478454309224467,0.216171875,0
9,budget,160,800,0.9794140625,2.2242880797321503,0.712367187499999,37391
9,max-cover,160,800,0.1789921875,2.2312935068221176,0.1446875,37391
9,heuristic,160,800,0.3531875,2.2264934145448008,0.212609375,0
0,budget,180,800,0.9892083333333334,2.569256695709255,0.7823472222222227,31974
0,max-cover,180,800,0.1910625,2.5886496335390268,0.1630555555555555,31974
0,heuristic,180,800,0.3614652777777778,2.5728646104626707,0.242159722222222,0
1,budget,180,800,0.9846458333333332,1.7881592855178223,0.7947499999999996,30198
1,max-cover,180,800,0.1998958333333333,1.7812988566455734,0.1590555555555556,30198
1,heuristic,180,800,0.3780416666666667,1.794036047448944,0.2399583333333331,0
2,budget,180,800,0.9871041666666668,1.1172241984338454,0.7819236111111114,32035
2,max-cover,180,800,0.1840416666666666,1.1146127787361058,0.1465902777777777,32035
2,heuristic,180,800,0.3677708333333334,1.118967951565035,0.2226458333333332,0
3,budget,180,800,0.9868611111111112,2.055461265228864,0.7859583333333333,31458
3,max-cover,180,800,0.1967013888888888,2.069353771425477,0.1607361111111111,31458
3,heuristic,180,800,0.3523680555555555,2.05997447629008,0.2358124999999998,0
4,budget,180,800,0.9845486111111112,2.8494443765555144,0.7791319444444447,32437
4,max-cover,180,800,0.1824305555555555,2.85415078316604,0.1379791666666666,32437
4,heuristic,180,800,0.3620138888888888,2.846462141549657,0.2280138888888887,0
5,budget,180,800,0.9934375,1.4454075895436709,0.7999166666666672,29457
5,max-cover,180,800,0.1731041666666666,1.4469955683890094,0.1487708333333333,29457
5,heuristic,180,800,0.3565763888888889,1.4489080752428916,0.2261388888888888,0
6,budget,180,800,0.9844722222222222,1.3467398116147342,0.7706527777777784,33648
6,max-cover,180,800,0.1705138888888888,1.361643599442242,0.1519583333333333,33648
6,heuristic,180,800,0.3365138888888889,1.3559882780084331,0.2280763888888888,0
7,budget,180,800,0.9891875,1.9121024999584424,0.8014722222222221,29236
7,max-cover,180,800,0.1452013888888889,1.9214897306491583,0.1319166666666666,29236
7,heuristic,180,800,0.3221458333333333,1.9126632196735376,0.2127083333333332,0
8,budget,180,800,0.9915069444444444,1.6397098082970556,0.8007500000000006,29339
8,max-cover,180,800,0.1688888888888888,1.6357076949485263,0.1449444444444444,29339
8,heuristic,180,800,0.3295902777777778,1.6384721037068162,0.2164027777777777,0
9,budget,180,800,0.984625,1.904826061852897,0.7779791666666676,32601
9,max-cover,180,800,0.1669583333333333,1.908686219477802,0.1452916666666666,32601
9,heuristic,180,800,0.3309027777777777,1.9078040358479933,0.2195833333333332,0
0,budget,200,800,0.99385,1.70782623895296,0.8828500000000012,19458
0,max-cover,200,800,0.1486937499999999,1.7078306206893972,0.1308062499999999,19458
0,heuristic,200,800,0.2982125,1.7123618960163804,0.2168,0
1,budget,200,800,0.99405,2.4775925561613463,0.8914062500000018,18098
1,max-cover,200,800,0.1640812499999999,2.47827735393402,0.14544375,18098
1,heuristic,200,800,0.33108125,2.4788721226213024,0.23298125,0
2,budget,200,800,0.99605,1.166488461758337,0.8942562500000021,17643
2,max-cover,200,800,0.1530249999999999,1.1711577852367436,0.1281062499999999,17643
2,heuristic,200,800,0.30538125,1.171767572119112,0.2126750000000001,0
3,budget,200,800,0.99494375,1.2291346586354113,0.8938750000000019,17707
3,max-cover,200,800,0.1417874999999999,1.2366109897412878,0.12588125,17707
3,heuristic,200,800,0.2835062499999999,1.2324216505803678,0.194425,0
4,budget,200,800,0.99291875,1.9847312102656351,0.8851000000000019,19101
4,max-cover,200,800,0.15600625,1.982020792395751,0.1305,19101
4,heuristic,200,800,0.303125,1.986701935522895,0.2070625,0
5,budget,200,800,0.99545625,1.710451341289047,0.8684312500000014,21755
5,max-cover,200,800,0.1681,1.7600092904708953,0.1465625,21755
5,heuristic,200,800,0.339025,1.716354593887298,0.2326000000000001,0
6,budget,200,800,0.99190625,1.4133470594751951,0.8692125000000014,21628
6,max-cover,200,800,0.19106875,1.4096487559679245,0.15671875,21628
6,heuristic,200,800,0.3542937499999999,1.4111489964317814,0.2334875,0
7,budget,200,800,0.99510625,1.5415160375862624,0.8792187500000013,20035
7,max-cover,200,800,0.1527312499999999,1.5449740576775886,0.1372499999999999,20035
7,heuristic,200,800,0.304925,1.5447668019870249,0.2172937500000001,0
8,budget,200,800,0.9950375,1.508978942076614,0.8692062500000014,21634
8,max-cover,200,800,0.1482124999999999,1.5124513759880085,0.13435,21634
8,heuristic,200,800,0.3216687499999999,1.508818727675721,0.2186375,0
9,budget,200,800,0.9959875,1.3028294554535071,0.8893625000000014,18423
9,max-cover,200,800,0.15985,1.3025557702552035,0.14116875,18423
9,heuristic,200,800,0.318975,1.3025604575175702,0.2257250000000001,0
0,budget,20,1600,0.8745937500000001,29.673912842963773,0.04453125,30660
0,max-cover,20,1600,0.6200625,27.41045197702706,0.0373125,30660
0,heuristic,20,1600,0.99771875,30.769796998199823,0.05159375,0
1,budget,20,1600,0.9056875,33.16772163823059,0.043375,30694
1,max-cover,20,1600,0.63525,30.493874886254343,0.0346875,30694
1,heuristic,20,1600,0.90021875,33.6804168011471,0.0460937499999999,0
2,budget,20,1600,0.886875,23.32455407187993,0.04621875,30614
2,max-cover,20,1600,0.7595625,21.40333681674053,0.04221875,30614
2,heuristic,20,1600,0.99734375,24.19188730175793,0.05028125,0
3,budget,20,1600,0.94140625,31.943555222302244,0.04659375,30599
3,max-cover,20,1600,0.6066875,30.37488542126804,0.0401875,30599
3,heuristic,20,1600,0.995125,32.69118100338899,0.04803125,0
4,budget,20,1600,0.833875,37.1361696082737,0.044625,30654
4,max-cover,20,1600,0.64703125,37.806854324899504,0.03484375,30654
4,heuristic,20,1600,0.95796875,38.70570241774433,0.0508125,0
5,budget,20,1600,0.86809375,26.72955449474752,0.04725,30574
5,max-cover,20,1600,0.7621875,25.24978358586961,0.041125,30574
5,heuristic,20,1600,0.95315625,27.161014961342563,0.052875,0
6,budget,20,1600,0.85159375,31.22481981905544,0.04215625,30734
6,max-cover,20,1600,0.71484375,29.73782594070146,0.03471875,30734
6,heuristic,20,1600,0.98834375,31.91646826797841,0.04578125,0
7,budget,20,1600,0.9431875,30.828286249104924,0.04646875,30598
7,max-cover,20,1600,0.5275000000000001,27.854064290334964,0.0335624999999999,30598
7,heuristic,20,1600,0.9821875,31.412318531931383,0.0479375,0
8,budget,20,1600,0.9408125,29.11372443780931,0.04540625,30629
8,max-cover,20,1600,0.66234375,27.79257392119545,0.03725,30629
8,heuristic,20,1600,0.90375,29.35272606796541,0.044875,0
9,budget,20,1600,0.8478125,31.17035175500024,0.04653125,30597
9,max-cover,20,1600,0.63325,30.00658854796781,0.0363125,30597
9,heuristic,20,1600,0.97234375,32.00925438905658,0.04971875,0
0,budget,40,1600,0.9150625,16.945282752583147,0.0963281249999999,58012
0,max-cover,40,1600,0.5798749999999999,16.5856059279224,0.0684375,58012
0,heuristic,40,1600,0.955203125,17.24688131166536,0.1021093749999999,0
1,budget,40,1600,0.846734375,19.429823348531063,0.082515625,58874
1,max-cover,40,1600,0.733640625,19.067592062603445,0.0683281249999999,58874
1,heuristic,40,1600,0.944125,19.71835537596896,0.0916874999999999,0
2,budget,40,1600,0.92134375,16.457734113313983,0.0944687499999999,58126
2,max-cover,40,1600,0.506390625,16.185611040900493,0.0659062499999999,58126
2,heuristic,40,1600,0.9821875,16.634431356073684,0.1003437499999999,0
3,budget,40,1600,0.86325,11.86139699277124,0.08828125,58512
3,max-cover,40,1600,0.5922499999999999,11.145368263092475,0.0683749999999999,58512
3,heuristic,40,1600,0.972609375,12.039076035043603,0.0960624999999999,0
4,budget,40,1600,0.8568125,16.785445467206824,0.086015625,58658
4,max-cover,40,1600,0.4835625,16.110325005426724,0.058109375,58658
4,heuristic,40,1600,0.704171875,16.69905088179084,0.0844218749999999,0
5,budget,40,1600,0.94996875,9.89178062215729,0.0947031249999999,58118
5,max-cover,40,1600,0.5765781249999999,9.498587345222983,0.0689687499999999,58118
5,heuristic,40,1600,0.948671875,10.049197240801188,0.0993749999999999,0
6,budget,40,1600,0.89371875,13.188376806138464,0.0897499999999999,58420
6,max-cover,40,1600,0.6131718749999999,12.635021093145024,0.0691562499999999,58420
6,heuristic,40,1600,0.911203125,13.33315410491456,0.0957968749999999,0
7,budget,40,1600,0.91578125,18.11432095493588,0.0939687499999999,58157
7,max-cover,40,1600,0.59871875,17.88866940626442,0.069125,58157
7,heuristic,40,1600,0.96175,18.42753290320691,0.0935781249999999,0
8,budget,40,1600,0.917265625,15.738730880268722,0.0917499999999999,58298
8,max-cover,40,1600,0.61409375,15.190449528968664,0.0674531249999999,58298
8,heuristic,40,1600,0.938515625,15.756367679964637,0.0949999999999999,0
9,budget,40,1600,0.90203125,15.65150988399525,0.0891249999999999,58462
9,max-cover,40,1600,0.5859375,14.95095046645218,0.067515625,58462
9,heuristic,40,1600,0.884859375,15.70205601813285,0.0925312499999999,0
0,budget,60,1600,0.9073645833333334,8.703250515578814,0.1262708333333333,84095
0,max-cover,60,1600,0.5136354166666667,8.428805927276942,0.09021875,84095
0,heuristic,60,1600,0.7733333333333333,8.64753127119834,0.1212187499999999,0
1,budget,60,1600,0.9279375,10.252673629915323,0.1299374999999998,83747
1,max-cover,60,1600,0.4991041666666667,10.115663004499345,0.0915520833333333,83747
1,heuristic,60,1600,0.9089479166666666,10.33453945524957,0.1349999999999998,0
2,budget,60,1600,0.8989479166666666,8.48123866440027,0.1252604166666666,84194
2,max-cover,60,1600,0.5350625,8.45404555513949,0.0894166666666666,84194
2,heuristic,60,1600,0.88634375,8.528254835705775,0.1303437499999998,0
3,budget,60,1600,0.8585729166666667,10.328627101716249,0.1260624999999999,84113
3,max-cover,60,1600,0.4841458333333334,10.233625137289613,0.09328125,84113
3,heuristic,60,1600,0.8625833333333334,10.342298570015764,0.1301874999999999,0
4,budget,60,1600,0.85546875,10.216952198197012,0.1228124999999999,84419
4,max-cover,60,1600,0.5459479166666666,10.100444725805728,0.0928749999999999,84419
4,heuristic,60,1600,0.8791979166666667,10.268948160951744,0.1267604166666665,0
5,budget,60,1600,0.8921875,9.088724199767638,0.1290833333333332,83829
5,max-cover,60,1600,0.526375,8.86270882063393,0.09059375,83829
5,heuristic,60,1600,0.8918125,9.124930026071702,0.1352395833333333,0
6,budget,60,1600,0.8898958333333333,9.426200937840436,0.1273541666666665,83991
6,max-cover,60,1600,0.54534375,9.27101514789824,0.0931770833333333,83991
6,heuristic,60,1600,0.8862395833333333,9.398643065746295,0.1339062499999999,0
