round,method,task,worker,fairness-pairwise,overall-satisfactory,avg-quality,avg-utility,turn
9,heuristic,5,10,0.98,0.98,22.024013982827725,0.96,0
0,budget,6,10,1.0,1.0,17.1434984421244,1.0,10
0,max-cover,6,10,0.85,0.85,19.874146458047505,0.85,10
0,heuristic,6,10,1.0,1.0,17.1434984421244,1.0,0
4,budget,3,20,0.7666666666666666,0.5666666666666667,31.034461046834167,0.4833333333333333,42
4,max-cover,3,20,0.25,0.25,27.101538392622587,0.25,42
4,heuristic,3,20,1.0,1.0,32.658738262558494,0.4999999999999999,0
1,budget,6,10,0.9833333333333332,0.9833333333333332,21.53285088752537,0.9833333333333334,11
1,max-cover,6,10,0.85,0.85,23.57871293031481,0.85,11
1,heuristic,6,10,1.0,1.0,22.32564586138764,0.9833333333333332,0
5,budget,3,20,0.7,0.4166666666666666,31.34875994039088,0.4166666666666666,45
5,max-cover,3,20,0.5166666666666666,0.2833333333333333,27.074005464514386,0.2833333333333333,45
5,heuristic,3,20,0.9666666666666668,0.9666666666666668,34.27598394434537,0.5333333333333334,0
2,budget,6,10,1.0,1.0,17.9498832876715,1.0,10
2,max-cover,6,10,0.85,0.85,23.835328118433708,0.8333333333333334,10
2,heuristic,6,10,1.0,1.0,17.9498832876715,1.0,0
6,budget,3,20,0.8,0.5833333333333333,28.997319202868795,0.4666666666666667,42
6,max-cover,3,20,0.3166666666666666,0.2833333333333333,24.043792429948628,0.2833333333333333,42
6,heuristic,3,20,0.9166666666666666,0.9166666666666666,33.460321086306806,0.5000000000000001,0
3,budget,6,10,1.0,1.0,18.98337079473567,1.0,10
3,max-cover,6,10,0.85,0.85,20.199211312426943,0.85,10
3,heuristic,6,10,1.0,1.0,18.98337079473567,1.0,0
7,budget,3,20,0.8333333333333334,0.6,31.699586161358088,0.4833333333333334,41
7,max-cover,3,20,0.6,0.4,28.63150056346993,0.4,41
7,heuristic,3,20,0.9166666666666666,0.9166666666666666,32.90987917681963,0.5,0
4,budget,6,10,1.0,1.0,14.28229926828667,0.9666666666666666,12
4,max-cover,6,10,0.8833333333333333,0.8833333333333333,14.745184176909731,0.85,12
4,heuristic,6,10,1.0,1.0,14.28229926828667,0.9666666666666666,0
8,budget,3,20,0.6166666666666667,0.4833333333333333,29.243126092423967,0.4333333333333334,44
8,max-cover,3,20,0.2833333333333333,0.2333333333333332,25.735560068477696,0.2333333333333333,44
8,heuristic,3,20,0.9166666666666666,0.7833333333333333,32.93202148629545,0.4833333333333334,0
5,budget,6,10,1.0,0.9666666666666668,17.770575884246977,0.95,13
5,max-cover,6,10,0.8,0.8,20.800240774515952,0.7833333333333334,13
5,heuristic,6,10,0.9666666666666668,0.9666666666666668,20.244841502529333,0.9666666666666668,0
9,budget,3,20,0.6666666666666667,0.6,32.711409466091304,0.4333333333333334,43
9,max-cover,3,20,0.3666666666666667,0.3333333333333333,28.80080857473105,0.3333333333333333,43
9,heuristic,3,20,0.95,0.85,35.35769667005378,0.4833333333333334,0
6,budget,6,10,1.0,1.0,18.53446115704029,1.0,10
6,max-cover,6,10,0.75,0.75,22.29340272193816,0.75,10
6,heuristic,6,10,1.0,1.0,18.53446115704029,1.0,0
0,budget,4,20,0.95,0.925,32.31700854302862,0.625,45
0,max-cover,4,20,0.4375,0.4,26.30889298612557,0.4,45
0,heuristic,4,20,0.9875,0.9875,31.951647634065942,0.6375,0
7,budget,6,10,1.0,1.0,16.844510305407486,1.0,10
7,max-cover,6,10,0.7666666666666666,0.7666666666666666,19.880010527499103,0.75,10
7,heuristic,6,10,1.0,1.0,16.844510305407486,1.0,0
1,budget,4,20,0.8875,0.8,30.626888310712136,0.5625,48
1,max-cover,4,20,0.2624999999999999,0.2624999999999999,25.09100550905628,0.2625,48
1,heuristic,4,20,0.775,0.7375,29.505630675472283,0.5125,0
8,budget,6,10,1.0,1.0,18.53888462463112,1.0,10
8,max-cover,6,10,0.7166666666666667,0.7166666666666667,23.00384337812028,0.7166666666666666,10
8,heuristic,6,10,1.0,1.0,18.53888462463112,1.0,0
9,budget,6,10,1.0,1.0,18.02055514692969,0.9833333333333332,11
9,max-cover,6,10,0.8333333333333334,0.8333333333333334,18.153485801053424,0.8166666666666667,11
9,heuristic,6,10,1.0,1.0,18.02055514692969,0.9833333333333332,0
2,budget,4,20,0.8875,0.85,33.13770291300097,0.6875,40
2,max-cover,4,20,0.3874999999999999,0.375,27.838361725088404,0.375,40
2,heuristic,4,20,0.975,0.975,33.02141046599043,0.7375,0
3,budget,4,20,0.9625,0.95,33.27875339681045,0.7125,39
3,max-cover,4,20,0.525,0.475,26.30305927879516,0.475,39
3,heuristic,4,20,0.9875,0.9875,33.44505177886298,0.6125,0
0,budget,7,10,1.0,1.0,16.127095752565715,0.9857142857142858,11
0,max-cover,7,10,0.8714285714285714,0.8714285714285714,18.538184866217616,0.8714285714285716,11
0,heuristic,7,10,1.0,1.0,16.127095752565715,0.9857142857142858,0
4,budget,4,20,0.8375,0.75,29.49761510587302,0.5875,46
4,max-cover,4,20,0.575,0.475,28.213007975605244,0.4625,46
4,heuristic,4,20,0.95,0.925,31.230562336335023,0.6,0
1,budget,7,10,1.0,1.0,13.649515994846292,1.0,10
1,max-cover,7,10,0.9,0.9,14.923939445549175,0.9,10
1,heuristic,7,10,1.0,1.0,13.649515994846292,1.0,0
5,budget,4,20,0.95,0.75,27.362680952335364,0.6125,44
5,max-cover,4,20,0.525,0.4375,25.00721727955408,0.4375,44
5,heuristic,4,20,0.9875,0.9875,28.18559984605765,0.6875,0
2,budget,7,10,0.9857142857142858,0.9857142857142858,16.535272292675508,0.9857142857142858,11
2,max-cover,7,10,0.9285714285714286,0.9285714285714286,18.138032386887065,0.9285714285714284,11
2,heuristic,7,10,0.9857142857142858,0.9857142857142858,16.535272292675508,0.9857142857142858,0
6,budget,4,20,0.9375,0.875,34.37770059536343,0.7625,35
6,max-cover,4,20,0.3,0.3,26.312682160754047,0.2875,35
6,heuristic,4,20,0.9625,0.9625,36.25107790884742,0.7375,0
3,budget,7,10,1.0,1.0,12.29294253216783,0.9857142857142858,11
3,max-cover,7,10,0.9571428571428572,0.9571428571428572,15.05670938502871,0.9571428571428572,11
3,heuristic,7,10,1.0,1.0,12.29294253216783,0.9857142857142858,0
7,budget,4,20,0.85,0.6875,33.59911191995397,0.6,46
