round,method,task,worker,fairness-pairwise,waste-pairwise,avg-density,max-density,min-density,avg-budget
4,max-cover,15,100,0.7988422575976846,0.1722141823444283,9.85059733147678,16.02116043211049,3.5480040237126373,1.0
4,budget,15,100,0.9059334298118668,0.065123010130246,12.198545461604924,19.73993266255666,8.441476415212142,1.0
4,matroid,15,100,0.869753979739508,0.1353111432706223,8.557911093688976,14.195357849759482,5.614919975539426,1.0
4,heuristic,15,100,0.8263386396526773,0.1418234442836468,10.758369069963358,21.23370790298532,1.9165036704982428,1.0
0,max-cover,5,300,0.6677115987460815,0.2915360501567398,26.72566885421225,34.592534210983274,20.667370325102624,1.0
0,budget,5,300,0.8855799373040752,0.1003134796238244,30.9605173286254,39.738749267293095,23.106053205133136,1.0
0,matroid,5,300,0.8260188087774295,0.1786833855799373,19.04128188850015,28.621810207885343,10.154152955701663,1.0
0,heuristic,5,300,0.9866771159874608,0.0,25.504306182855714,34.9577552729327,17.270711431294608,1.0
1,max-cover,5,300,0.7647058823529411,0.1625386996904024,23.00696587184584,26.641822028936872,20.408138670903053,1.0
1,budget,5,300,0.913312693498452,0.0688854489164086,29.23343341359181,33.4632996733316,25.092520733283564,1.0
1,matroid,5,300,0.5704334365325077,0.4373065015479876,13.176803922457708,19.764416159669345,10.215437622174074,1.0
1,heuristic,5,300,0.9945820433436532,0.0,23.38103915680429,27.164988008297293,18.11297251217153,1.0
0,max-cover,15,300,0.8164227238898536,0.1352021830811213,17.50755394701504,24.83524682134036,9.638363664738948,1.0
0,budget,15,300,0.8650458943190276,0.1076655916645993,22.47214758036696,32.02829163075994,12.090527997268682,1.0
0,matroid,15,300,0.741503349044902,0.2498139419498883,11.773972353434434,17.909769440043412,7.095663964110442,1.0
0,heuristic,15,300,0.9533614487720168,0.0411808484247085,10.486901790763516,22.391708062067927,11.760013956136914,1.0
0,max-cover,10,300,0.734637964774951,0.2469667318982387,21.13425009747796,35.52936559573113,11.964971573791845,1.0
0,budget,10,300,0.9303326810176126,0.0457925636007827,26.822934789153567,30.715268695151103,22.71965930144097,1.0
0,matroid,10,300,0.9326810176125244,0.0575342465753424,10.484166076459823,14.357552010677008,7.1008581341172,1.0
0,heuristic,10,300,0.9929549902152642,0.0,16.61316317433871,22.65416559768459,8.661876684747652,1.0
2,max-cover,5,300,0.7713333333333333,0.1146666666666666,14.582084300248306,19.18031728224925,8.567363408565662,1.0
2,budget,5,300,0.852,0.1186666666666666,20.735970623408484,29.4933401775495,11.394233051578574,1.0
2,matroid,5,300,0.7053333333333334,0.286,7.6742189942140895,8.629013048655764,7.140101774416873,1.0
2,heuristic,5,300,0.9766666666666668,0.0113333333333333,15.762171528163654,20.518350298495847,11.922081570084067,1.0
0,max-cover,20,300,0.7234476367006488,0.2443002780352177,15.17353560994448,21.424138630989827,10.691211545250251,1.0
0,budget,20,300,0.9110287303058388,0.0691380908248378,19.81037858865672,31.278552341450727,13.716914114458284,1.0
0,matroid,20,300,0.796663577386469,0.1927710843373494,10.56245198495998,20.27668737831448,5.179502953419689,1.0
0,heuristic,20,300,0.961631139944393,0.0302131603336422,16.484490253336542,34.269050041748834,7.881208106775997,1.0
3,max-cover,5,300,0.7356797791580401,0.209799861973775,21.67705006034696,25.530449608711205,18.64943094637416,1.0
3,budget,5,300,0.8971704623878537,0.072463768115942,29.087389629064937,40.32056159746291,24.33832061510175,1.0
3,matroid,5,300,0.6797791580400276,0.3264320220841959,11.016566896585474,12.74885719873826,9.75893125748238,1.0
3,heuristic,5,300,0.9889579020013802,0.0,17.321188720686497,21.484396791129868,12.72307086674821,1.0
1,max-cover,15,300,0.7621553884711779,0.1370927318295739,17.770055057296407,29.34939456233927,9.72761124656741,1.0
1,budget,15,300,0.9290726817042606,0.0431077694235589,22.650806346037,40.57315930470766,14.57972724003788,1.0
1,matroid,15,300,0.7884711779448621,0.1721804511278195,12.413698482669668,22.7651779844022,6.050002708735138,1.0
1,heuristic,15,300,0.9887218045112782,0.0,16.98757911380885,44.958328978465886,8.824418060645547,1.0
1,max-cover,10,300,0.6987610619469027,0.2601769911504424,19.667461791735185,26.18318660728175,15.021022002852932,1.0
1,budget,10,300,0.9341592920353984,0.0463716814159292,25.00678478784041,27.905112557128096,20.1765518963721,1.0
1,matroid,10,300,0.8184070796460177,0.1483185840707964,10.356094266653637,22.25852637247573,6.52952160976818,1.0
1,heuristic,10,300,0.9879646017699116,0.0,20.06239057474336,43.77091677708805,10.314202331139478,1.0
4,max-cover,5,300,0.7781926811053025,0.1964152352501867,26.187947565563064,31.544450435313284,21.25122346100113,1.0
4,budget,5,300,0.8633308439133682,0.1142643764002987,32.73378370405828,42.20720458646277,24.807413027688007,1.0
4,matroid,5,300,0.725914861837192,0.2561613144137416,14.733374798895047,28.81002705600534,8.365697669227945,1.0
4,heuristic,5,300,0.9902912621359224,0.0,19.90217855311245,42.11858548600834,8.636060326623875,1.0
1,max-cover,20,300,0.7622053090774086,0.2004826434007796,15.677750494083346,28.538226137876567,7.110700610380715,1.0
1,budget,20,300,0.916836829404121,0.0475218117690737,20.04902832477205,35.48008096608366,11.845623389389944,1.0
1,matroid,20,300,0.7865231111936143,0.2010395396324485,10.628508586562605,26.155763632124813,5.702605544419223,1.0
1,heuristic,20,300,0.9326155559680712,0.0588453684796732,16.051567383586857,30.54347137507798,6.241732154687755,1.0
2,max-cover,10,300,0.6581595974119339,0.314881380301941,18.20517762746969,22.420372670902005,11.800448957322883,1.0
2,budget,10,300,0.9191229331416249,0.0567936736161035,24.95027588036401,35.20385994679405,18.12947707010713,1.0
2,matroid,10,300,0.7739036664270309,0.2260963335729691,11.409508953339484,17.440424872388427,7.034494488787536,1.0
2,heuristic,10,300,0.99137311286844,0.0,20.199196716591057,30.59000553286328,9.454802584039784,1.0
2,max-cover,15,300,0.8154528843643958,0.1433046202036021,20.60672045671461,32.25439674842361,12.538187801180705,1.0
2,budget,15,300,0.923257635082224,0.0629078569564082,26.89999812999939,41.48512558194738,14.992312751989926,1.0
2,matroid,15,300,0.7640302793004438,0.2205690420255807,12.08443537914835,21.865091762787408,5.908783415532678,1.0
2,heuristic,15,300,0.9582354476637952,0.0336726703210649,19.72182652910688,38.23542386255566,8.176236463071806,1.0
3,max-cover,10,300,0.7725306416726748,0.1820475847152126,17.86284561328634,21.53164477594257,11.21542375119618,1.0
3,budget,10,300,0.9275414563806778,0.0504686373467916,23.959383285908324,28.9279937295245,15.074476707611682,1.0
3,matroid,10,300,0.6236481614996395,0.3673395818312905,12.126924945188687,18.69589394996408,8.351311684626094,1.0
3,heuristic,10,300,0.9437635183850036,0.0414563806777217,15.760780546424291,24.37244595112926,9.476284648275286,1.0
2,max-cover,20,300,0.7674247982391783,0.2012105649303008,16.012600044402717,32.95313796081634,7.460803255512864,1.0
2,budget,20,300,0.9361702127659576,0.0464049889948642,19.636364803309977,26.772847911887663,12.064926913274885,1.0
2,matroid,20,300,0.8802274394717535,0.1087674247982391,10.332379274492329,18.050365481489283,6.328534930671363,1.0
2,heuristic,20,300,0.973037417461482,0.0209097578870139,14.816543278428904,28.30082410233761,5.772577905501437,1.0
3,max-cover,15,300,0.7959231490159325,0.158622305529522,17.548363924734147,29.88624158766442,9.239242483746942,1.0
3,budget,15,300,0.8936269915651359,0.0773195876288659,21.92744931011683,28.646097134412205,14.833995433297025,1.0
3,matroid,15,300,0.760543580131209,0.2300843486410496,10.820006992135282,18.68346572277792,4.592734928330289,1.0
3,heuristic,15,300,0.9212746016869728,0.0745079662605435,16.017373588030377,28.12238049216625,8.587461853611888,1.0
4,max-cover,10,300,0.6770412287793048,0.2813257881972514,19.91368399478274,34.79334417718386,12.37262850942813,1.0
4,budget,10,300,0.9078415521422796,0.0747776879547291,29.4965957793268,41.76809578633663,18.07235967989056,1.0
4,matroid,10,300,0.7275666936135812,0.2700080840743735,13.76131219908182,24.18140850041782,6.860979888370553,1.0
4,heuristic,10,300,0.8868229587712206,0.1099434114793856,21.40385657828655,35.301625663138395,10.266276071364969,1.0
3,max-cover,20,300,0.8095059177155739,0.1758406913394702,15.667124986518155,26.526192781957057,7.923259656650728,1.0
3,budget,20,300,0.920157805748638,0.0666917151981965,19.36743129621652,36.06095352558554,7.937016631876168,1.0
3,matroid,20,300,0.8235957167011084,0.1655081720834116,10.709224681024107,25.217178146892472,6.42238826687409,1.0
3,heuristic,20,300,0.9889160247980462,0.0063873755401089,16.781723460416302,34.37882016239806,8.606249067681441,1.0
4,max-cover,15,300,0.7947159841479524,0.1653896961690885,19.427176693856893,35.17703918521911,9.360970883340556,1.0
4,budget,15,300,0.8977542932628798,0.0819022457067371,24.67573470721634,37.76177093436959,17.510725418550784,1.0
4,matroid,15,300,0.887450462351387,0.1093791281373844,13.79362224882581,19.799881280796715,8.137680588353124,1.0
4,heuristic,15,300,0.9949801849405548,0.0,18.383733467267703,36.97693057275619,8.639509754049818,1.0
4,max-cover,20,300,0.8324607329842932,0.1307030665669409,17.90007652164524,34.143626867905965,9.2088561298762,1.0
4,budget,20,300,0.8805160807778609,0.1034031413612565,21.00489730926148,33.911544833910035,8.404241047241111,1.0
4,matroid,20,300,0.787023186237846,0.2077412116679132,12.259269965675385,23.18701011456521,5.457125589765091,1.0
4,heuristic,20,300,0.975130890052356,0.0198204936424831,15.128383720882008,36.95077700304182,6.894257247355084,1.0
0,max-cover,20,100,0.8679245283018868,0.0906877662811929,9.733153811118871,22.20244656207596,2.879315662279437,1.0
0,budget,20,100,0.931223371880706,0.0456482045039561,11.12977778693531,25.02167572299614,4.686456841623061,1.0
0,matroid,20,100,0.8508825319537432,0.1375532562385879,8.348926833176147,16.57900666270759,3.4237113428782284,1.0
0,heuristic,20,100,0.9275715155203896,0.0486914181375532,9.496753063859243,18.725135785993974,3.955047968459275,1.0
1,max-cover,20,100,0.8163265306122449,0.1493018259935553,9.023618906957234,17.99867293594315,3.185756733222532,1.0
1,budget,20,100,0.9280343716433942,0.0488721804511278,10.14159254672557,23.04501073417584,3.830132107985432,1.0
1,matroid,20,100,0.7454350161117078,0.2438238453276047,8.705427457203141,18.38980132819999,3.9343336359026218,1.0
1,heuristic,20,100,0.950590762620838,0.0392051557465091,10.20773295269028,22.728194465855708,3.354559964564947,1.0
2,max-cover,20,100,0.8515452538631346,0.1324503311258278,8.317473212368373,15.775699154954175,4.029348247834953,1.0
2,budget,20,100,0.9387417218543046,0.0408388520971302,8.922001246929145,15.079951901545186,3.408754201616689,1.0
2,matroid,20,100,0.8565121412803531,0.141280353200883,6.70840961820538,15.840631221871307,3.0682464599242114,1.0
2,heuristic,20,100,0.9365342163355408,0.0474613686534216,7.737544829208344,15.611737459121953,1.1388257334786007,1.0
3,max-cover,20,100,0.8356623812185578,0.1280044717719396,7.605640534033024,13.467549060078133,3.1406177643573496,1.0
3,budget,20,100,0.9351593068753492,0.0441587479038569,8.619868577252216,14.636058152374376,3.978602595414904,1.0
3,matroid,20,100,0.8563443264393515,0.1352711011738401,7.343550065455074,12.394139567590983,2.5433181094409725,1.0
3,heuristic,20,100,0.931805477920626,0.0542202347680268,8.534241227814908,15.085326673823817,5.886269716947767,1.0
0,max-cover,10,100,0.6739999999999999,0.277,8.62574634556006,19.893115764603603,4.123936948328435,2.0
0,budget,10,100,0.8240000000000001,0.16,9.89043528920958,22.6663639045724,4.76164697926516,2.0
0,matroid,10,100,0.655,0.349,7.167578859083575,22.75259767028115,3.8137431401949633,2.0
0,heuristic,10,100,0.957,0.024,9.708298484332122,24.40687012644138,4.535475462746119,2.0
0,max-cover,5,100,0.56,0.402,10.883206767564396,16.432419131301373,8.311519987990648,2.0
0,budget,5,100,0.914,0.05,15.957463791519762,24.160669549181183,10.255218640663902,2.0
0,matroid,5,100,0.6639999999999999,0.34,8.80703250590155,11.414265372338331,4.526927413238687,2.0
0,heuristic,5,100,0.982,0.0,10.840444869990517,15.700198041145484,8.20444741919471,2.0
1,max-cover,5,100,0.73,0.224,10.62422230186867,12.345938929321775,6.510062927970626,2.0
1,budget,5,100,0.858,0.066,13.024326467532614,15.634720244031328,9.006472051399303,2.0
1,matroid,5,100,0.492,0.502,6.508831154594745,7.334649523357442,4.709444786457319,2.0
1,heuristic,5,100,0.976,0.0,10.598866374913698,15.871271226373622,7.199789205927463,2.0
1,max-cover,10,100,0.698,0.275,7.389358151037716,12.503982069132023,5.55208851917441,2.0
1,budget,10,100,0.894,0.084,9.000899615843764,11.743193207097589,6.031845238139567,2.0
1,matroid,10,100,0.487,0.519,5.867802293794755,8.070833371361243,2.541277008319833,2.0
1,heuristic,10,100,0.84,0.121,7.603031163006388,10.935070376724427,5.349903618579385,2.0
2,max-cover,5,100,0.634,0.228,10.130337423805646,14.99331712890356,5.637702461708981,2.0
2,budget,5,100,0.934,0.044,12.170524974814835,16.301444928677093,8.702750310841033,2.0
2,matroid,5,100,0.534,0.462,7.358609795585126,11.28692522345135,4.275248567690961,2.0
2,heuristic,5,100,0.946,0.046,10.488853359082784,16.335506339952115,6.782735785260786,2.0
3,max-cover,5,100,0.6639999999999999,0.264,6.693881323043391,7.633957642895305,3.7019846219964494,2.0
3,budget,5,100,0.8160000000000001,0.15,7.571601599590723,8.658072393735525,6.493133171430825,2.0
3,matroid,5,100,0.354,0.642,5.042781256918351,6.6102873730023655,3.293834475169939,2.0
3,heuristic,5,100,0.984,0.0,7.380462794639115,8.15057242552745,6.6124640269609705,2.0
2,max-cover,10,100,0.6579999999999999,0.292,7.025239383673314,11.087260170705235,3.967549738134032,2.0
2,budget,10,100,0.863,0.096,8.338299286377316,11.321234037756378,4.461525713248334,2.0
2,matroid,10,100,0.527,0.489,6.629904869332535,10.531343664531288,3.5825536908697533,2.0
2,heuristic,10,100,0.724,0.279,7.734871979950235,11.985871127379305,5.30825964270876,2.0
4,max-cover,5,100,0.544,0.34,9.951979125365236,17.495991158800628,6.421969845376167,2.0
4,budget,5,100,0.724,0.216,10.715159715060633,16.150222390663274,7.1648727437266135,2.0
4,matroid,5,100,0.4,0.568,7.080555194669056,9.748469886147356,5.694378501912955,2.0
4,heuristic,5,100,0.982,0.0,11.178152551787765,18.238903265616315,7.52002322805092,2.0
3,max-cover,10,100,0.5920000000000001,0.389,8.820639344476277,12.01453890841299,6.035178214601502,2.0
3,budget,10,100,0.881,0.08,10.49532421731242,17.795834183555268,6.625208236338659,2.0
3,matroid,10,100,0.4669999999999999,0.537,7.1549246138436855,11.573664652792298,3.3968525688201527,2.0
3,heuristic,10,100,0.793,0.184,9.45076342747804,17.320504042822993,4.15288812175056,2.0
4,max-cover,20,100,0.8176171654432524,0.1716544325239977,7.479421749855279,14.999567202273084,3.351128438744918,1.0
4,budget,20,100,0.9288537549407114,0.0615471485036702,9.192925562549153,16.262105102211233,4.130398164524839,1.0
4,matroid,20,100,0.9006211180124224,0.0926030491247882,7.650666237010983,14.655380599413691,3.559468553966381,1.0
4,heuristic,20,100,0.9181253529079616,0.0773574251835121,2.1831715970005297,13.174737470861864,2.3439061429431094,1.0
4,max-cover,10,100,0.6679999999999999,0.276,6.983766455585945,11.27701918220244,4.410743716897851,2.0
4,budget,10,100,0.941,0.028,8.503239039771687,11.455695775288213,4.840325423942465,2.0
4,matroid,10,100,0.4529999999999999,0.552,6.025162283002109,10.993269292190597,4.524075792656314,2.0
4,heuristic,10,100,0.865,0.113,7.969757190694525,11.05451597277698,5.112824631406385,2.0
0,max-cover,15,100,0.7633333333333333,0.23,5.436680564148306,9.293571358047457,2.856824994144743,2.0
0,budget,15,100,0.928,0.054,6.281770541044774,10.31485533745837,2.0921508849802146,2.0
0,matroid,15,100,0.5733333333333333,0.4293333333333333,5.096069408457311,9.11647227553811,2.464342116102706,2.0
0,heuristic,15,100,0.9073333333333332,0.0826666666666666,6.34630478994295,12.432524672447844,1.6407713914008302,2.0
0,max-cover,20,100,0.8135,0.1945,4.465423156389295,7.220727874258378,2.408281494062521,2.0
0,budget,20,100,0.9655,0.0235,4.431632758426552,10.422109194830682,1.1637643250274896,2.0
0,matroid,20,100,0.7045,0.317,4.565437367376672,8.907682022779106,1.9586270210447096,2.0
0,heuristic,20,100,0.922,0.0655,4.815790246372663,8.111428799969534,1.3498432421256754,2.0
1,max-cover,15,100,0.72,0.276,5.7831660774512965,9.891948819851232,1.9929109678321384,2.0
1,budget,15,100,0.9373333333333334,0.044,5.995433461998889,10.420584058865536,2.289754983231233,2.0
1,matroid,15,100,0.6006666666666667,0.4126666666666667,4.786017517829126,9.670226276591457,2.55895374852023,2.0
1,heuristic,15,100,0.912,0.078,5.998559498341734,9.493289056281062,3.0056385261318286,2.0
1,max-cover,20,100,0.8305,0.145,4.75937246002184,9.065709890854828,2.444374668078664,2.0
1,budget,20,100,0.9615,0.023,4.671842964020152,8.494786720112167,1.224611579326244,2.0
1,matroid,20,100,0.704,0.2965,4.06281254958188,7.764112696328335,2.0520532304576755,2.0
1,heuristic,20,100,0.9015,0.076,4.55190275344045,9.878678024584104,1.2722448134455135,2.0
2,max-cover,15,100,0.754,0.2293333333333333,4.726361368843983,7.576389640361285,1.612923360939353,2.0
2,budget,15,100,0.9086666666666666,0.058,5.274860428881003,9.898621020046598,1.3431660401949574,2.0
2,matroid,15,100,0.6013333333333333,0.402,4.46668731001161,11.486953165129693,1.57167626068905,2.0
2,heuristic,15,100,0.9353333333333332,0.024,5.426672364746311,9.962405719265504,1.7417713719049823,2.0
3,max-cover,15,100,0.7353333333333334,0.2246666666666666,7.381795308311713,15.293063541892256,1.8207321612358804,2.0
3,budget,15,100,0.9066666666666666,0.0493333333333333,8.147494615510077,18.891840178035583,2.428956050367326,2.0
3,matroid,15,100,0.5873333333333333,0.394,6.81262739401267,14.806605364735326,4.497716988681776,2.0
3,heuristic,15,100,0.8973333333333333,0.0433333333333333,7.528824009684192,14.628385329137627,2.5538019522570754,2.0
2,max-cover,20,100,0.8105,0.167,4.671802006675746,7.284394942879325,2.4524244711665366,2.0
2,budget,20,100,0.9555,0.0255,5.011500305933624,7.99829987181953,2.363884124701501,2.0
2,matroid,20,100,0.6455,0.362,4.823265239818118,7.995930513126083,3.036055089895265,2.0
2,heuristic,20,100,0.9,0.084,5.164342913584337,7.883022680186656,1.2776233764274716,2.0
4,max-cover,15,100,0.78,0.2006666666666666,5.7560699027061055,8.66661219280092,2.66210066737661,2.0
4,budget,15,100,0.9233333333333332,0.0546666666666666,6.04593430060682,8.262075731418985,3.875747619527112,2.0
4,matroid,15,100,0.61,0.388,5.464126364766042,7.55800968145005,2.539318162620116,2.0
4,heuristic,15,100,0.8773333333333333,0.112,6.048717712230903,10.064624936876116,2.8844686114908984,2.0
3,max-cover,20,100,0.7965,0.2,4.084739579587743,8.092427739302227,2.2220548032114595,2.0
3,budget,20,100,0.977,0.009,4.450364497169208,11.87105247088368,2.134929045841767,2.0
3,matroid,20,100,0.6805,0.319,3.9181167947995625,8.26312578426472,1.6762410711790945,2.0
3,heuristic,20,100,0.927,0.053,4.347270952941488,7.775770788431459,1.982369318617582,2.0
4,max-cover,20,100,0.806,0.17,4.4272492079205366,8.80107013449178,2.462582601920981,2.0
4,budget,20,100,0.9595,0.029,5.2175783104825495,10.286679740312511,1.391430335022111,2.0
4,matroid,20,100,0.6825,0.327,4.22843055869727,11.009591444232244,1.4769117426947167,2.0
4,heuristic,20,100,0.9335,0.0415,5.104885186244639,10.646552824655554,1.2841354654796902,2.0
0,max-cover,10,300,0.7073333333333334,0.1773333333333333,13.603493754288657,17.24747148202275,10.79095921353368,2.0
0,budget,10,300,0.8566666666666667,0.1106666666666666,16.667654951965496,26.110601523274617,12.739710396131311,2.0
0,matroid,10,300,0.3886666666666667,0.619,8.270458985020934,14.727172506947326,5.518624015995586,2.0
0,heuristic,10,300,0.9,0.0856666666666666,11.85290648246906,16.34741742584232,6.375596703616595,2.0
0,max-cover,5,300,0.5953333333333333,0.2593333333333333,16.940555156209356,19.647254769718465,14.085859503450813,2.0
0,budget,5,300,0.8113333333333334,0.116,20.03924895273719,23.02947413357149,16.953998908122422,2.0
0,matroid,5,300,0.1119999999999999,0.9206666666666666,9.08678641166583,12.243383713433415,5.3835120531594125,2.0
0,heuristic,5,300,0.9666666666666668,0.0,14.958883089252025,22.309817262052327,11.6646713367635,2.0
1,max-cover,5,300,0.6933333333333334,0.212,15.707218736664132,18.776363670854224,13.216420264898792,2.0
1,budget,5,300,0.916,0.0386666666666666,20.76247495535388,24.961715404650818,15.667871972957707,2.0
1,matroid,5,300,0.2279999999999999,0.7973333333333333,8.560269914273954,10.673535605321325,5.888689924133681,2.0
1,heuristic,5,300,0.9826666666666668,0.0,16.349170034306873,20.86192428221679,12.043864379675393,2.0
0,max-cover,15,300,0.6646666666666667,0.2471111111111111,12.024947989393992,18.244123546020138,9.124969806819696,2.0
0,budget,15,300,0.832,0.1244444444444444,15.193415413787658,22.85132004869811,9.701293226621544,2.0
0,matroid,15,300,0.5106666666666666,0.4997777777777777,8.576187995352873,19.669557506762995,4.343633715209401,2.0
0,heuristic,15,300,0.9786666666666668,0.0046666666666666,12.642784300074322,21.47682538380015,5.910616660601331,2.0
1,max-cover,10,300,0.758,0.1723333333333333,12.737300393840252,16.276893076733174,8.933901052062339,2.0
1,budget,10,300,0.7806666666666666,0.1756666666666666,16.543280223369084,22.833617397309634,9.914693505048325,2.0
1,matroid,10,300,0.3743333333333333,0.6356666666666667,7.936543973092763,10.53824651841805,5.534940600414429,2.0
