round,method,task,worker,fairness-pairwise,waste-pairwise,avg-density,max-density,min-density,avg-budget
1,heuristic,10,300,0.8946666666666667,0.0876666666666666,11.96882244098244,15.204018561996929,8.468045067126328,2.0
1,max-cover,15,300,0.752,0.1808888888888888,11.663305441206642,19.51967287467177,7.310301661804932,2.0
1,budget,15,300,0.8548888888888889,0.1084444444444444,13.714117390966296,19.039076939788387,7.523352448775179,2.0
1,matroid,15,300,0.4191111111111111,0.5995555555555555,8.117324230628235,11.596642897180686,4.361087855497875,2.0
1,heuristic,15,300,0.9375555555555556,0.0442222222222222,11.970006776724894,17.845636013741085,5.924435276933757,2.0
2,max-cover,5,300,0.418,0.5146666666666667,12.36402086418448,16.844330288531456,9.407573153833503,2.0
2,budget,5,300,0.7626666666666666,0.1666666666666666,15.533389076863534,18.19186047509977,12.93099798791505,2.0
2,matroid,5,300,0.0766666666666666,0.956,6.302302304760899,6.953437600230142,5.754510844868875,2.0
2,heuristic,5,300,0.9833333333333332,0.0,11.775161457999449,15.987011501378996,9.094506638336878,2.0
2,max-cover,15,300,0.7062222222222222,0.2304444444444444,11.573211117286656,18.482567297564565,8.147337956290867,2.0
2,budget,15,300,0.8844444444444445,0.0824444444444444,13.80594441085777,16.469988300130534,10.20531943586326,2.0
2,matroid,15,300,0.5244444444444445,0.4766666666666667,8.176002777194485,12.66278168759547,5.279555819244853,2.0
2,heuristic,15,300,0.9395555555555556,0.0497777777777777,12.822492157572963,17.002194823943302,8.855784193394724,2.0
2,max-cover,10,300,0.5983333333333334,0.3396666666666667,12.630560200213363,14.860451922050403,9.494193032575582,2.0
2,budget,10,300,0.8156666666666667,0.1286666666666666,15.933319184995671,22.41504801381431,11.355904484185492,2.0
2,matroid,10,300,0.3616666666666667,0.661,7.692478278180649,11.511315825660148,4.847028749909067,2.0
2,heuristic,10,300,0.8996666666666666,0.0763333333333333,11.834237087763022,16.454918439426237,4.465136535655583,2.0
3,max-cover,5,300,0.738,0.172,17.232910756363097,19.918537956745453,15.04327373192422,2.0
3,budget,5,300,0.8826666666666667,0.048,21.99551827090677,24.42000518822908,18.98931911011386,2.0
3,matroid,5,300,0.3953333333333333,0.6146666666666667,10.425138212546946,15.745405674144008,5.950212509260502,2.0
3,heuristic,5,300,0.9826666666666668,0.0,14.846125787127315,16.41571401293324,11.326182893723496,2.0
3,max-cover,15,300,0.6286666666666667,0.2986666666666667,12.333900385030187,18.09275885546099,9.373365920657395,2.0
3,budget,15,300,0.8364444444444444,0.1106666666666666,14.21913389798134,22.969220036289784,10.46181358653651,2.0
3,matroid,15,300,0.3584444444444444,0.6542222222222223,8.22990758075699,15.803410740025402,4.294916328874651,2.0
3,heuristic,15,300,0.98,0.0,12.906344085379882,19.42341374247443,6.964052118594117,2.0
4,max-cover,5,300,0.6513333333333333,0.3153333333333333,13.974436701133698,16.797679091395896,12.826946034224466,2.0
4,budget,5,300,0.948,0.018,20.82442363733356,25.06028154586252,14.833758721232842,2.0
4,matroid,5,300,0.6126666666666667,0.3753333333333333,8.603161748225668,10.474596589367874,5.417347445849188,2.0
4,heuristic,5,300,0.9846666666666668,0.0,15.375221134208909,17.769169163614443,12.134798633800928,2.0
0,max-cover,20,300,0.735,0.2286666666666666,11.129428529303269,17.380029636836312,8.094339761626877,2.0
0,budget,20,300,0.9136666666666666,0.0591666666666666,12.815177738858411,20.86377717307544,7.556682288114159,2.0
0,matroid,20,300,0.5036666666666667,0.4991666666666666,7.530494427701304,11.974025597948296,3.984128095589091,2.0
0,heuristic,20,300,0.8928333333333334,0.0955,11.003577934152382,15.965021527485789,8.234824555800664,2.0
4,max-cover,15,300,0.7484444444444445,0.1797777777777778,12.189117025284132,15.22138010669675,9.999794318726194,2.0
4,budget,15,300,0.8442222222222222,0.1311111111111111,15.362159522466666,25.81691751192782,10.192910675782349,2.0
4,matroid,15,300,0.3988888888888888,0.6082222222222222,8.701277071669335,14.24373983183291,5.329870560517155,2.0
4,heuristic,15,300,0.8462222222222222,0.1406666666666666,12.548603516323556,20.79127825811036,7.624436350479405,2.0
1,max-cover,20,300,0.6895,0.2743333333333333,10.161287188552636,15.79026340274762,6.223741410736767,2.0
1,budget,20,300,0.861,0.1115,11.61573134758144,15.870138185071395,6.765772602015908,2.0
1,matroid,20,300,0.473,0.5425,7.130037030302229,10.454226174261075,3.699239304781802,2.0
1,heuristic,20,300,0.8823333333333333,0.1076666666666666,10.038391970236388,17.225558454677635,2.9372680316971005,2.0
2,max-cover,20,300,0.7526666666666667,0.1825,10.907205792750954,19.17790829349233,5.480287102572619,2.0
2,budget,20,300,0.8823333333333333,0.0793333333333333,13.55106792591431,27.64718129685969,9.12598410205391,2.0
2,matroid,20,300,0.5518333333333334,0.4523333333333333,8.87962901284667,16.124361512785615,3.473260904722433,2.0
2,heuristic,20,300,0.8471666666666666,0.141,10.641403521243834,23.04919264285497,5.073884713389723,2.0
3,max-cover,20,300,0.6846666666666666,0.2838333333333333,10.326548303454969,15.182367933057234,6.912170636598769,2.0
3,budget,20,300,0.8701666666666666,0.1021666666666666,11.626502338713824,20.21078233498306,5.469533236490667,2.0
3,matroid,20,300,0.4488333333333333,0.5573333333333333,7.447698456872958,11.846007435141589,3.984194698482542,2.0
3,heuristic,20,300,0.8546666666666667,0.1258333333333333,10.013012498163842,20.10027366809168,4.698496025029682,2.0
4,max-cover,20,300,0.7395,0.2241666666666666,9.803960517589902,17.487223979036862,6.468182370693688,2.0
4,budget,20,300,0.8566666666666667,0.1085,11.451233115958566,19.3492910272766,6.72622743079155,2.0
4,matroid,20,300,0.3433333333333334,0.6763333333333333,7.154984181978797,13.77118100058442,4.631374829289121,2.0
4,heuristic,20,300,0.856,0.1285,10.405961714173218,18.99772566666344,5.119282641775742,2.0
3,max-cover,10,300,0.6126666666666667,0.2926666666666667,12.7003986605803,16.20709060421869,10.087751385436606,2.0
3,budget,10,300,0.884,0.0763333333333333,16.538743201923964,22.605118867363405,10.078236495479294,2.0
3,matroid,10,300,0.275,0.754,7.915420931706869,13.92821823745322,3.86358832154672,2.0
3,heuristic,10,300,0.956,0.0193333333333333,12.372038203601305,23.78579674524938,8.197536977415165,2.0
4,max-cover,10,300,0.688,0.208,12.817704978346509,19.258892376469216,8.544549643332237,2.0
4,budget,10,300,0.88,0.079,16.28375017785313,27.359843132283597,13.140854966302001,2.0
4,matroid,10,300,0.2433333333333333,0.7756666666666666,7.825002372222452,15.32743251057701,4.963635153900358,2.0
4,heuristic,10,300,0.9726666666666667,0.0,12.523850676699826,19.963865444263025,9.754441367478812,2.0
